16524,"SELECT p.ra, p.dec, p.psfFlux_u, p.psfFlux_g, p.psfFlux_r, p.psfFlux_i, p.psfFlux_z, p.psfFluxIvar_u, p.psfFluxIvar_g, p.psfFluxIvar_r, p.psfFluxIvar_i, p.psfFluxIvar_z, d.w1flux, d.w2flux, d.w3flux, d.w4flux, d.w1sigflux, d.w2sigflux, d.w3sigflux, d.w4sigflux FROM PhotoObjAll AS p JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON p.objID = GN.objID LEFT JOIN WISE_xmatch as c on p.ObjID=c.sdss_objid LEFT JOIN WISE_allsky as d on c.wise_cntr=d.cntr"
2019-05-11 14:50:00,17
2019-05-11 14:51:00,15
2019-05-11 14:52:00,17
2019-05-11 14:53:00,16
2019-05-11 14:54:00,17
2019-05-11 14:55:00,19
2019-05-11 14:56:00,16
2019-05-11 14:57:00,16
2019-05-11 14:58:00,17
2019-05-11 14:59:00,18
2019-05-11 15:00:00,18
2019-05-11 15:01:00,16
2019-05-11 15:02:00,15
2019-05-11 15:03:00,17
2019-05-11 15:04:00,17
2019-05-11 15:05:00,18
2019-05-11 15:06:00,16
2019-05-11 15:07:00,17
2019-05-11 15:08:00,15
2019-05-11 15:09:00,19
2019-05-11 15:10:00,16
2019-05-11 15:11:00,18
2019-05-11 15:12:00,16
2019-05-11 15:13:00,17
2019-05-11 15:14:00,14
2019-05-11 15:15:00,16
2019-05-11 15:16:00,19
2019-05-11 15:17:00,16
2019-05-11 15:18:00,16
2019-05-11 15:19:00,15
2019-05-11 15:20:00,18
2019-05-11 15:21:00,19
2019-05-11 15:22:00,17
2019-05-11 15:23:00,18
2019-05-11 15:24:00,17
2019-05-11 15:25:00,17
2019-05-11 15:26:00,15
2019-05-11 15:27:00,19
2019-05-11 15:28:00,17
2019-05-11 15:29:00,18
2019-05-11 15:30:00,16
2019-05-11 15:31:00,16
2019-05-11 15:32:00,16
2019-05-11 15:33:00,17
2019-05-11 15:34:00,17
2019-05-11 15:35:00,16
2019-05-11 15:36:00,20
2019-05-11 15:37:00,16
2019-05-11 15:38:00,16
2019-05-11 15:39:00,17
2019-05-11 15:40:00,17
2019-05-11 15:41:00,15
2019-05-11 15:42:00,18
2019-05-11 15:43:00,15
2019-05-11 15:44:00,17
2019-05-11 15:45:00,17
2019-05-11 15:46:00,16
2019-05-11 15:47:00,16
2019-05-11 15:48:00,17
2019-05-11 15:49:00,16
2019-05-11 15:50:00,19
2019-05-11 15:51:00,17
2019-05-11 15:52:00,17
2019-05-11 15:53:00,15
2019-05-11 15:54:00,18
2019-05-11 15:55:00,17
2019-05-11 15:56:00,17
2019-05-11 15:57:00,18
2019-05-11 15:58:00,15
2019-05-11 15:59:00,18
2019-05-11 16:00:00,17
2019-05-11 16:01:00,16
2019-05-11 16:02:00,19
2019-05-11 16:03:00,15
2019-05-11 16:04:00,19
2019-05-11 16:05:00,17
2019-05-11 16:06:00,16
2019-05-11 16:07:00,17
2019-05-11 16:08:00,16
2019-05-11 16:09:00,17
2019-05-11 16:10:00,17
2019-05-11 16:11:00,15
2019-05-11 16:12:00,17
2019-05-11 16:13:00,17
2019-05-11 16:14:00,17
2019-05-11 16:15:00,15
2019-05-11 16:16:00,17
2019-05-11 16:17:00,16
2019-05-11 16:18:00,17
2019-05-11 16:19:00,16
2019-05-11 16:20:00,15
2019-05-11 16:21:00,18
2019-05-11 16:22:00,16
2019-05-11 16:23:00,17
2019-05-11 16:24:00,17
2019-05-11 16:25:00,15
2019-05-11 16:26:00,19
2019-05-11 16:27:00,15
2019-05-11 16:28:00,16
2019-05-11 16:29:00,18
2019-05-11 16:30:00,14
2019-05-11 16:31:00,17
2019-05-11 16:32:00,18
2019-05-11 16:33:00,16
2019-05-11 16:34:00,18
2019-05-11 16:35:00,15
2019-05-11 16:36:00,15
2019-05-11 16:37:00,17
2019-05-11 16:38:00,16
2019-05-11 16:39:00,16
2019-05-11 16:40:00,15
2019-05-11 16:41:00,17
2019-05-11 16:42:00,17
2019-05-11 16:43:00,16
2019-05-11 16:44:00,17
2019-05-11 16:45:00,14
2019-05-11 16:46:00,15
2019-05-11 16:47:00,16
2019-05-11 16:48:00,18
2019-05-11 16:49:00,16
2019-05-11 16:50:00,16
2019-05-11 16:51:00,15
2019-05-11 16:52:00,17
2019-05-11 16:53:00,16
2019-05-11 16:54:00,18
2019-05-11 16:55:00,16
2019-05-11 16:56:00,16
2019-05-11 16:57:00,17
2019-05-11 16:58:00,16
2019-05-11 16:59:00,15
2019-05-11 17:00:00,17
2019-05-11 17:01:00,16
2019-05-11 17:02:00,16
2019-05-11 17:03:00,17
2019-05-11 17:04:00,15
2019-05-11 17:05:00,15
2019-05-11 17:06:00,17
2019-05-11 17:07:00,18
2019-05-11 17:08:00,16
2019-05-11 17:09:00,16
2019-05-11 17:10:00,19
2019-05-11 17:11:00,16
2019-05-11 17:12:00,15
2019-05-11 17:13:00,17
2019-05-11 17:14:00,15
2019-05-11 17:15:00,17
2019-05-11 17:16:00,17
2019-05-11 17:17:00,15
2019-05-11 17:18:00,16
2019-05-11 17:19:00,15
2019-05-11 17:20:00,19
2019-05-11 17:21:00,15
2019-05-11 17:22:00,15
2019-05-11 17:23:00,11
