20255,"SELECT DISTINCT p.objID, s.ra, s.dec, s.specObjID, s.sciencePrimary, s.run2d, s.instrument, s.plate, s.fiberID, s.mjd FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-22 19:14:00,25
2019-11-22 19:15:00,23
2019-11-22 19:16:00,19
2019-11-22 19:17:00,31
2019-11-22 19:18:00,26
2019-11-22 19:19:00,16
2019-11-22 19:20:00,14
2019-11-22 19:21:00,33
2019-11-22 19:22:00,32
2019-11-22 19:23:00,24
2019-11-22 19:24:00,23
2019-11-22 19:25:00,44
2019-11-22 19:26:00,28
2019-11-22 19:27:00,41
2019-11-22 19:28:00,35
2019-11-22 19:29:00,21
2019-11-22 19:30:00,17
2019-11-22 19:31:00,24
2019-11-22 19:32:00,27
2019-11-22 19:33:00,19
2019-11-22 19:34:00,31
2019-11-22 19:35:00,23
2019-11-22 19:36:00,20
2019-11-22 19:37:00,28
2019-11-22 19:38:00,21
2019-11-22 19:39:00,30
2019-11-22 19:40:00,28
2019-11-22 19:41:00,20
2019-11-22 19:42:00,20
2019-11-22 19:43:00,20
2019-11-22 19:44:00,23
2019-11-22 19:45:00,27
2019-11-22 19:46:00,31
2019-11-22 19:47:00,32
2019-11-22 19:48:00,25
2019-11-22 19:49:00,38
2019-11-22 19:50:00,29
2019-11-22 19:51:00,17
2019-11-22 19:52:00,25
2019-11-22 19:53:00,28
2019-11-22 19:54:00,23
2019-11-22 19:55:00,20
2019-11-22 19:56:00,24
2019-11-22 19:57:00,20
2019-11-22 19:58:00,23
2019-11-22 19:59:00,22
2019-11-22 20:00:00,29
2019-11-22 20:01:00,30
2019-11-22 20:02:00,29
2019-11-22 20:03:00,28
2019-11-22 20:04:00,26
2019-11-22 20:05:00,30
2019-11-22 20:06:00,32
2019-11-22 20:07:00,28
2019-11-22 20:08:00,33
2019-11-22 20:09:00,20
2019-11-22 20:10:00,23
2019-11-22 20:11:00,22
2019-11-22 20:12:00,31
2019-11-22 20:13:00,25
2019-11-22 20:14:00,22
2019-11-22 20:15:00,32
2019-11-22 20:16:00,38
2019-11-22 20:17:00,26
2019-11-22 20:18:00,32
2019-11-22 20:19:00,31
2019-11-22 20:20:00,37
2019-11-22 20:21:00,28
2019-11-22 20:22:00,27
2019-11-22 20:23:00,25
2019-11-22 20:24:00,20
2019-11-22 20:25:00,30
2019-11-22 20:26:00,22
2019-11-22 20:27:00,34
2019-11-22 20:28:00,17
2019-11-22 20:29:00,26
2019-11-22 20:30:00,26
2019-11-22 20:31:00,23
2019-11-22 20:32:00,20
2019-11-22 20:33:00,22
2019-11-22 20:34:00,20
2019-11-22 20:35:00,50
2019-11-22 20:36:00,23
2019-11-22 20:37:00,23
2019-11-22 20:38:00,34
2019-11-22 20:39:00,25
2019-11-22 20:40:00,22
2019-11-22 20:41:00,19
2019-11-22 20:42:00,14
2019-11-22 20:43:00,20
2019-11-22 20:44:00,26
2019-11-22 20:45:00,24
2019-11-22 20:46:00,25
2019-11-22 20:47:00,18
2019-11-22 20:48:00,20
2019-11-22 20:49:00,19
2019-11-22 20:50:00,17
2019-11-22 20:51:00,21
2019-11-22 20:52:00,19
2019-11-22 20:53:00,19
2019-11-22 20:54:00,19
2019-11-22 20:55:00,19
2019-11-22 20:56:00,31
2019-11-22 20:57:00,24
2019-11-22 20:58:00,24
2019-11-22 20:59:00,23
2019-11-22 21:00:00,21
2019-11-22 21:01:00,17
2019-11-22 21:02:00,29
2019-11-22 21:03:00,19
2019-11-22 21:04:00,23
2019-11-22 21:05:00,29
2019-11-22 21:06:00,25
2019-11-22 21:07:00,27
2019-11-22 21:08:00,21
2019-11-22 21:09:00,29
2019-11-22 21:10:00,20
2019-11-22 21:11:00,24
2019-11-22 21:12:00,28
2019-11-22 21:13:00,25
2019-11-22 21:14:00,22
2019-11-22 21:15:00,27
2019-11-22 21:16:00,28
2019-11-22 21:17:00,17
2019-11-22 21:18:00,22
2019-11-22 21:19:00,22
2019-11-22 21:20:00,30
2019-11-22 21:21:00,21
2019-11-22 21:22:00,15
2019-11-22 21:23:00,19
2019-11-22 21:24:00,20
2019-11-22 21:25:00,27
2019-11-22 21:26:00,17
2019-11-22 21:27:00,19
2019-11-22 21:28:00,20
2019-11-22 21:29:00,26
2019-11-22 21:30:00,18
2019-11-22 21:31:00,15
2019-11-22 21:32:00,23
2019-11-22 21:33:00,34
2019-11-22 21:34:00,30
2019-11-22 21:35:00,16
2019-11-22 21:36:00,28
2019-11-22 21:37:00,22
2019-11-22 21:38:00,19
2019-11-22 21:39:00,24
2019-11-22 21:40:00,23
2019-11-22 21:41:00,27
2019-11-22 21:42:00,19
2019-11-22 21:43:00,21
2019-11-22 21:44:00,28
2019-11-22 21:45:00,26
2019-11-22 21:46:00,20
2019-11-22 21:47:00,39
2019-11-22 21:48:00,37
2019-11-22 21:49:00,26
2019-11-22 21:50:00,33
2019-11-22 21:51:00,31
2019-11-22 21:52:00,19
2019-11-22 21:53:00,16
2019-11-22 21:54:00,25
2019-11-22 21:55:00,19
2019-11-22 21:56:00,21
2019-11-22 21:57:00,29
2019-11-22 21:58:00,18
2019-11-22 21:59:00,16
2019-11-22 22:00:00,17
2019-11-22 22:01:00,21
2019-11-22 22:02:00,20
2019-11-22 22:03:00,20
2019-11-22 22:04:00,24
2019-11-22 22:05:00,24
2019-11-22 22:06:00,27
2019-11-22 22:07:00,22
2019-11-22 22:08:00,25
2019-11-22 22:09:00,24
2019-11-22 22:10:00,31
2019-11-22 22:11:00,30
2019-11-22 22:12:00,22
2019-11-22 22:13:00,25
2019-11-22 22:14:00,21
2019-11-22 22:15:00,19
2019-11-22 22:16:00,23
2019-11-22 22:17:00,21
2019-11-22 22:18:00,15
2019-11-22 22:19:00,18
2019-11-22 22:20:00,18
2019-11-22 22:21:00,12
2019-11-22 22:22:00,13
2019-11-22 22:23:00,19
2019-11-22 22:24:00,15
2019-11-22 22:25:00,17
2019-11-22 22:26:00,21
2019-11-22 22:27:00,24
2019-11-22 22:28:00,15
2019-11-22 22:29:00,19
2019-11-22 22:30:00,28
2019-11-22 22:31:00,15
2019-11-22 22:32:00,20
2019-11-22 22:33:00,23
2019-11-22 22:34:00,19
2019-11-22 22:35:00,14
2019-11-22 22:36:00,33
2019-11-22 22:37:00,22
2019-11-22 22:38:00,21
2019-11-22 22:39:00,28
2019-11-22 22:40:00,23
2019-11-22 22:41:00,27
2019-11-22 22:42:00,25
2019-11-22 22:43:00,30
2019-11-22 22:44:00,31
2019-11-22 22:45:00,27
2019-11-22 22:46:00,20
2019-11-22 22:47:00,24
2019-11-22 22:48:00,22
2019-11-22 22:49:00,18
2019-11-22 22:50:00,24
2019-11-22 22:51:00,26
2019-11-22 22:52:00,20
2019-11-22 22:53:00,30
2019-11-22 22:54:00,21
2019-11-22 22:55:00,31
2019-11-22 22:56:00,20
2019-11-22 22:57:00,28
2019-11-22 22:58:00,21
2019-11-22 22:59:00,22
2019-11-22 23:00:00,20
2019-11-22 23:01:00,20
2019-11-22 23:02:00,21
2019-11-22 23:03:00,35
2019-11-22 23:04:00,17
2019-11-22 23:05:00,20
2019-11-22 23:06:00,34
2019-11-22 23:07:00,19
2019-11-22 23:08:00,19
2019-11-22 23:09:00,13
2019-11-22 23:10:00,13
2019-11-22 23:11:00,20
2019-11-22 23:12:00,10
2019-11-22 23:13:00,19
2019-11-22 23:14:00,26
2019-11-22 23:15:00,13
2019-11-22 23:16:00,17
2019-11-22 23:17:00,29
2019-11-22 23:18:00,17
2019-11-22 23:19:00,15
2019-11-22 23:20:00,21
2019-11-22 23:21:00,21
2019-11-22 23:22:00,9
2019-11-22 23:23:00,22
2019-11-22 23:24:00,16
2019-11-22 23:25:00,35
2019-11-22 23:26:00,18
2019-11-22 23:27:00,18
2019-11-22 23:28:00,15
2019-11-22 23:29:00,19
2019-11-22 23:30:00,18
2019-11-22 23:31:00,7
2019-11-22 23:32:00,13
2019-11-22 23:33:00,13
2019-11-22 23:34:00,18
2019-11-22 23:35:00,19
2019-11-22 23:36:00,19
2019-11-22 23:37:00,20
2019-11-22 23:38:00,16
2019-11-22 23:39:00,18
2019-11-22 23:40:00,27
2019-11-22 23:41:00,33
2019-11-22 23:42:00,19
2019-11-22 23:43:00,17
2019-11-22 23:44:00,12
2019-11-22 23:45:00,17
2019-11-22 23:46:00,17
2019-11-22 23:47:00,11
2019-11-22 23:48:00,15
2019-11-22 23:49:00,13
2019-11-22 23:50:00,18
2019-11-22 23:51:00,11
2019-11-22 23:52:00,13
2019-11-22 23:53:00,17
2019-11-22 23:54:00,13
2019-11-22 23:55:00,21
2019-11-22 23:56:00,11
2019-11-22 23:57:00,16
2019-11-22 23:58:00,18
2019-11-22 23:59:00,13
