28475,"SELECT gse.lgm_tot_p5#, gse.lgm_tot_p8#                FROM galSpecExtra AS gse                JOIN SpecObjAll AS s ON s.specObjID = gse.specObjID                WHERE s.mjd = # AND s.plate = # AND s.fiberID = #"
2019-10-14 13:49:00,60
2019-10-14 13:50:00,60
2019-10-14 13:51:00,61
2019-10-14 13:52:00,60
2019-10-14 13:53:00,61
2019-10-14 13:54:00,61
2019-10-14 13:55:00,61
2019-10-14 13:56:00,62
2019-10-14 13:57:00,60
2019-10-14 13:58:00,61
2019-10-14 13:59:00,60
2019-10-14 14:00:00,55
2019-10-14 14:01:00,60
2019-10-14 14:02:00,61
2019-10-14 14:03:00,60
2019-10-14 14:04:00,59
2019-10-14 14:05:00,58
2019-10-14 14:06:00,58
2019-10-14 14:07:00,59
2019-10-14 14:08:00,55
2019-10-14 14:09:00,57
2019-10-14 14:10:00,59
2019-10-14 14:11:00,57
2019-10-14 14:12:00,59
2019-10-14 14:13:00,59
2019-10-14 14:14:00,58
2019-10-14 14:15:00,59
2019-10-14 14:16:00,59
2019-10-14 14:17:00,58
2019-10-14 14:18:00,63
2019-10-14 14:19:00,60
2019-10-14 14:20:00,61
2019-10-14 14:21:00,60
2019-10-14 14:22:00,62
2019-10-14 14:23:00,59
2019-10-14 14:24:00,62
2019-10-14 14:25:00,59
2019-10-14 14:26:00,62
2019-10-14 14:27:00,61
2019-10-14 14:28:00,61
2019-10-14 14:29:00,62
2019-10-14 14:30:00,60
2019-10-14 14:31:00,61
2019-10-14 14:32:00,62
2019-10-14 14:33:00,61
2019-10-14 14:34:00,60
2019-10-14 14:35:00,62
2019-10-14 14:36:00,61
2019-10-14 14:37:00,61
2019-10-14 14:38:00,20
2019-10-14 14:39:00,15
2019-10-14 14:40:00,62
2019-10-14 14:41:00,61
2019-10-14 14:42:00,61
2019-10-14 14:43:00,62
2019-10-14 14:44:00,61
2019-10-14 14:45:00,62
2019-10-14 14:46:00,62
2019-10-14 14:47:00,61
2019-10-14 14:48:00,60
2019-10-14 14:49:00,61
2019-10-14 14:50:00,58
2019-10-14 14:51:00,60
2019-10-14 14:52:00,62
2019-10-14 14:53:00,61
2019-10-14 14:54:00,61
2019-10-14 14:55:00,60
2019-10-14 14:56:00,61
2019-10-14 14:57:00,62
2019-10-14 14:58:00,58
2019-10-14 14:59:00,62
2019-10-14 15:00:00,54
2019-10-14 15:01:00,59
2019-10-14 15:02:00,61
2019-10-14 15:03:00,60
2019-10-14 15:04:00,62
2019-10-14 15:05:00,61
2019-10-14 15:06:00,61
2019-10-14 15:07:00,58
2019-10-14 15:08:00,60
2019-10-14 15:09:00,61
2019-10-14 15:10:00,60
2019-10-14 15:11:00,61
2019-10-14 15:12:00,59
2019-10-14 15:13:00,60
2019-10-14 15:14:00,61
2019-10-14 15:15:00,59
2019-10-14 15:16:00,61
2019-10-14 15:17:00,60
2019-10-14 15:18:00,60
2019-10-14 15:19:00,62
2019-10-14 15:20:00,60
2019-10-14 15:21:00,61
2019-10-14 15:22:00,61
2019-10-14 15:23:00,61
2019-10-14 15:24:00,61
2019-10-14 15:25:00,60
2019-10-14 15:26:00,61
2019-10-14 15:27:00,54
2019-10-14 15:28:00,52
2019-10-14 15:29:00,39
2019-10-14 15:30:00,52
2019-10-14 15:31:00,33
2019-10-14 15:33:00,7
2019-10-14 15:34:00,60
2019-10-14 15:35:00,46
2019-10-14 15:36:00,57
2019-10-14 15:37:00,47
2019-10-14 15:38:00,45
2019-10-14 15:39:00,55
2019-10-14 15:40:00,41
2019-10-14 15:41:00,47
2019-10-14 15:42:00,58
2019-10-14 15:43:00,48
2019-10-14 15:44:00,57
2019-10-14 15:45:00,49
2019-10-14 15:46:00,55
2019-10-14 15:47:00,49
2019-10-14 15:48:00,46
2019-10-14 15:49:00,53
2019-10-14 15:50:00,61
2019-10-14 15:51:00,62
2019-10-14 15:52:00,60
2019-10-14 15:53:00,61
2019-10-14 15:54:00,61
2019-10-14 15:55:00,61
2019-10-14 15:56:00,60
2019-10-14 15:57:00,61
2019-10-14 15:58:00,60
2019-10-14 15:59:00,61
2019-10-14 16:00:00,53
2019-10-14 16:01:00,60
2019-10-14 16:02:00,60
2019-10-14 16:03:00,61
2019-10-14 16:04:00,59
2019-10-14 16:05:00,61
2019-10-14 16:06:00,59
2019-10-14 16:07:00,58
2019-10-14 16:08:00,61
2019-10-14 16:09:00,60
2019-10-14 16:10:00,60
2019-10-14 16:11:00,61
2019-10-14 16:12:00,62
2019-10-14 16:13:00,61
2019-10-14 16:14:00,61
2019-10-14 16:15:00,61
2019-10-14 16:16:00,61
2019-10-14 16:17:00,61
2019-10-14 16:18:00,60
2019-10-14 16:19:00,60
2019-10-14 16:20:00,61
2019-10-14 16:21:00,61
2019-10-14 16:22:00,61
2019-10-14 16:23:00,62
2019-10-14 16:24:00,59
2019-10-14 16:25:00,60
2019-10-14 16:26:00,60
2019-10-14 16:27:00,62
2019-10-14 16:28:00,60
2019-10-14 16:29:00,61
2019-10-14 16:30:00,61
2019-10-14 16:31:00,61
2019-10-14 16:32:00,61
2019-10-14 16:33:00,61
2019-10-14 16:34:00,62
2019-10-14 16:35:00,61
2019-10-14 16:36:00,61
2019-10-14 16:37:00,60
2019-10-14 16:38:00,61
2019-10-14 16:39:00,61
2019-10-14 16:40:00,60
2019-10-14 16:41:00,62
2019-10-14 16:42:00,61
2019-10-14 16:43:00,61
2019-10-14 16:44:00,61
2019-10-14 16:45:00,61
2019-10-14 16:46:00,60
2019-10-14 16:47:00,60
2019-10-14 16:48:00,61
2019-10-14 16:49:00,61
2019-10-14 16:50:00,61
2019-10-14 16:51:00,59
2019-10-14 16:52:00,61
2019-10-14 16:53:00,59
2019-10-14 16:54:00,60
2019-10-14 16:55:00,61
2019-10-14 16:56:00,60
2019-10-14 16:57:00,56
2019-10-14 16:58:00,49
2019-10-14 16:59:00,38
2019-10-14 17:00:00,41
2019-10-14 17:01:00,57
2019-10-14 17:02:00,50
2019-10-14 17:03:00,50
2019-10-14 17:04:00,59
2019-10-14 17:05:00,60
2019-10-14 17:06:00,59
2019-10-14 17:07:00,58
2019-10-14 17:08:00,61
2019-10-14 17:09:00,59
2019-10-14 17:10:00,59
2019-10-14 17:11:00,61
2019-10-14 17:12:00,61
2019-10-14 17:13:00,56
2019-10-14 17:14:00,52
2019-10-14 17:15:00,61
2019-10-14 17:16:00,61
2019-10-14 17:17:00,61
2019-10-14 17:18:00,61
2019-10-14 17:19:00,61
2019-10-14 17:20:00,61
2019-10-14 17:21:00,61
2019-10-14 17:22:00,61
2019-10-14 17:23:00,61
2019-10-14 17:24:00,61
2019-10-14 17:25:00,46
2019-10-14 17:26:00,41
2019-10-14 17:27:00,42
2019-10-14 17:28:00,36
2019-10-14 17:29:00,44
2019-10-14 17:30:00,30
2019-10-14 17:31:00,48
2019-10-14 17:32:00,60
2019-10-14 17:33:00,61
2019-10-14 17:34:00,60
2019-10-14 17:35:00,61
2019-10-14 17:36:00,60
2019-10-14 17:37:00,62
2019-10-14 17:38:00,60
2019-10-14 17:39:00,60
2019-10-14 17:40:00,60
2019-10-14 17:41:00,61
2019-10-14 17:42:00,59
2019-10-14 17:43:00,61
2019-10-14 17:44:00,59
2019-10-14 17:45:00,61
2019-10-14 17:46:00,60
2019-10-14 17:47:00,60
2019-10-14 17:48:00,61
2019-10-14 17:49:00,61
2019-10-14 17:50:00,60
2019-10-14 17:51:00,62
2019-10-14 17:52:00,61
2019-10-14 17:53:00,61
2019-10-14 17:54:00,61
2019-10-14 17:55:00,63
2019-10-14 17:56:00,62
2019-10-14 17:57:00,62
2019-10-14 17:58:00,62
2019-10-14 17:59:00,59
2019-10-14 18:00:00,54
2019-10-14 18:01:00,61
2019-10-14 18:02:00,60
2019-10-14 18:03:00,61
2019-10-14 18:04:00,60
2019-10-14 18:05:00,61
2019-10-14 18:06:00,61
2019-10-14 18:07:00,59
2019-10-14 18:08:00,61
2019-10-14 18:09:00,62
2019-10-14 18:10:00,55
2019-10-14 18:11:00,61
2019-10-14 18:12:00,60
2019-10-14 18:13:00,61
2019-10-14 18:14:00,56
2019-10-14 18:15:00,57
2019-10-14 18:16:00,61
2019-10-14 18:17:00,61
2019-10-14 18:18:00,60
2019-10-14 18:19:00,63
2019-10-14 18:20:00,59
2019-10-14 18:21:00,61
2019-10-14 18:22:00,58
