16778,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-02-28 07:28:00,33
2019-02-28 07:29:00,31
2019-02-28 07:30:00,30
2019-02-28 07:31:00,31
2019-02-28 07:32:00,47
2019-02-28 07:33:00,37
2019-02-28 07:34:00,21
2019-02-28 07:35:00,38
2019-02-28 07:36:00,47
2019-02-28 07:37:00,55
2019-02-28 07:38:00,81
2019-02-28 07:39:00,88
2019-02-28 07:40:00,155
2019-02-28 07:41:00,47
2019-02-28 07:42:00,54
2019-02-28 07:43:00,24
2019-02-28 07:44:00,45
2019-02-28 07:45:00,58
2019-02-28 07:46:00,62
2019-02-28 07:47:00,57
2019-02-28 07:48:00,2
2019-02-28 07:59:00,1
2019-02-28 08:06:00,1
2019-02-28 08:07:00,1
2019-02-28 08:18:00,1
2019-02-28 08:26:00,1
2019-02-28 09:03:00,2
2019-02-28 09:12:00,1
2019-02-28 09:35:00,2
2019-02-28 09:48:00,1
2019-02-28 10:07:00,1
2019-02-28 10:17:00,1
2019-02-28 10:30:00,1
2019-02-28 10:43:00,1
2019-02-28 10:51:00,1
2019-02-28 11:10:00,1
2019-02-28 11:11:00,1
2019-02-28 11:34:00,2
2019-02-28 11:50:00,1
2019-02-28 12:01:00,5
2019-02-28 12:02:00,25
2019-02-28 12:03:00,44
2019-02-28 12:04:00,11
2019-02-28 12:05:00,17
2019-02-28 12:06:00,92
2019-02-28 12:07:00,51
2019-02-28 12:15:00,256
2019-02-28 12:16:00,7
2019-02-28 12:17:00,189
2019-02-28 12:18:00,122
2019-02-28 12:21:00,64
2019-02-28 12:22:00,574
2019-02-28 12:23:00,37
2019-02-28 12:24:00,10
2019-02-28 12:25:00,11
2019-02-28 12:26:00,5
2019-02-28 12:27:00,4
2019-02-28 12:28:00,8
2019-02-28 12:29:00,27
2019-02-28 12:30:00,4
2019-02-28 12:37:00,170
2019-02-28 12:38:00,923
2019-02-28 12:39:00,853
2019-02-28 12:40:00,175
2019-02-28 13:09:00,3
2019-02-28 13:14:00,1
2019-02-28 13:16:00,123
2019-02-28 13:17:00,2
2019-02-28 13:26:00,185
2019-02-28 13:27:00,740
2019-02-28 13:28:00,472
2019-02-28 13:55:00,2
2019-02-28 14:18:00,298
2019-02-28 14:19:00,181
2019-02-28 14:29:00,106
2019-02-28 14:39:00,24
2019-02-28 15:12:00,36
2019-02-28 15:34:00,2
2019-02-28 15:38:00,7
2019-02-28 15:57:00,1
2019-02-28 15:58:00,2
2019-02-28 16:10:00,34
2019-02-28 16:55:00,1
2019-02-28 17:12:00,3
2019-02-28 17:48:00,116
2019-02-28 18:03:00,2
2019-02-28 18:24:00,65
2019-02-28 18:34:00,621
2019-02-28 18:44:00,281
2019-02-28 19:03:00,2
2019-02-28 19:07:00,47
2019-02-28 20:03:00,57
2019-02-28 20:23:00,1
2019-02-28 20:24:00,32
2019-02-28 20:43:00,3
2019-02-28 20:46:00,2
2019-02-28 20:47:00,3
2019-02-28 21:29:00,250
2019-02-28 21:30:00,3
2019-02-28 21:31:00,2
2019-02-28 21:51:00,395
2019-02-28 22:01:00,112
2019-02-28 22:02:00,8
2019-02-28 22:21:00,7
2019-02-28 22:27:00,2
2019-02-28 22:35:00,1
2019-02-28 22:51:00,60
2019-02-28 23:01:00,60
2019-02-28 23:12:00,212
2019-02-28 23:22:00,685
2019-02-28 23:23:00,1452
2019-02-28 23:24:00,801
2019-02-28 23:25:00,155
2019-02-28 23:26:00,613
2019-02-28 23:27:00,107
2019-02-28 23:44:00,6
