819,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-15 06:17:00,2
2019-08-15 06:18:00,6
2019-08-15 06:19:00,2
2019-08-15 06:20:00,1
2019-08-15 06:25:00,4
2019-08-15 06:26:00,4
2019-08-15 06:27:00,2
2019-08-15 06:28:00,2
2019-08-15 06:30:00,2
2019-08-15 06:34:00,4
2019-08-15 06:35:00,2
2019-08-15 06:36:00,2
2019-08-15 06:37:00,2
2019-08-15 06:38:00,2
2019-08-15 06:42:00,7
2019-08-15 06:43:00,3
2019-08-15 06:44:00,2
2019-08-15 06:46:00,2
2019-08-15 06:49:00,1
2019-08-15 06:50:00,4
2019-08-15 06:51:00,3
2019-08-15 06:52:00,5
2019-08-15 06:53:00,3
2019-08-15 06:54:00,2
2019-08-15 06:57:00,8
2019-08-15 06:59:00,3
2019-08-15 07:01:00,2
2019-08-15 07:05:00,4
2019-08-15 07:06:00,2
2019-08-15 07:07:00,2
2019-08-15 07:08:00,2
2019-08-15 07:09:00,2
2019-08-15 07:13:00,6
2019-08-15 07:15:00,2
2019-08-15 07:16:00,2
2019-08-15 07:17:00,2
2019-08-15 07:18:00,2
2019-08-15 07:21:00,2
2019-08-15 07:22:00,6
2019-08-15 07:24:00,2
2019-08-15 07:25:00,2
2019-08-15 07:26:00,2
2019-08-15 07:28:00,11
2019-08-15 07:31:00,5
2019-08-15 07:36:00,3
2019-08-15 07:37:00,7
2019-08-15 07:38:00,1
2019-08-15 07:39:00,2
2019-08-15 07:40:00,3
2019-08-15 07:41:00,2
2019-08-15 07:44:00,6
2019-08-15 07:45:00,2
2019-08-15 07:47:00,2
2019-08-15 07:48:00,1
2019-08-15 07:49:00,2
2019-08-15 07:52:00,4
2019-08-15 07:53:00,4
2019-08-15 07:55:00,2
2019-08-15 07:56:00,2
2019-08-15 07:57:00,2
2019-08-15 08:00:00,8
2019-08-15 08:03:00,2
2019-08-15 08:04:00,1
2019-08-15 08:05:00,2
2019-08-15 08:08:00,4
2019-08-15 08:09:00,2
2019-08-15 08:10:00,2
2019-08-15 08:11:00,2
2019-08-15 08:12:00,1
2019-08-15 08:14:00,2
2019-08-15 08:16:00,4
2019-08-15 08:17:00,4
2019-08-15 08:19:00,2
2019-08-15 08:20:00,1
2019-08-15 08:21:00,2
2019-08-15 08:26:00,8
2019-08-15 08:28:00,3
2019-08-15 08:29:00,2
2019-08-15 08:30:00,3
2019-08-15 08:31:00,2
2019-08-15 08:33:00,2
2019-08-15 08:35:00,6
2019-08-15 08:36:00,2
2019-08-15 08:37:00,2
2019-08-15 08:39:00,2
2019-08-15 08:41:00,11
2019-08-15 08:44:00,3
2019-08-15 08:45:00,4
2019-08-15 08:50:00,8
2019-08-15 08:52:00,4
2019-08-15 08:54:00,1
2019-08-15 08:55:00,1
2019-08-15 09:12:00,4
2019-08-15 09:14:00,4
2019-08-15 09:15:00,2
2019-08-15 09:16:00,2
2019-08-15 09:17:00,2
2019-08-15 09:20:00,2
2019-08-15 09:21:00,4
2019-08-15 09:22:00,2
2019-08-15 09:23:00,2
2019-08-15 09:24:00,2
2019-08-15 09:26:00,2
2019-08-15 09:27:00,2
2019-08-15 09:28:00,4
2019-08-15 09:29:00,2
2019-08-15 09:30:00,2
2019-08-15 09:31:00,1
2019-08-15 09:32:00,2
2019-08-15 09:37:00,4
2019-08-15 09:38:00,2
2019-08-15 09:39:00,2
2019-08-15 09:40:00,2
2019-08-15 09:41:00,2
2019-08-15 09:42:00,2
2019-08-15 09:44:00,6
2019-08-15 09:45:00,2
2019-08-15 09:46:00,1
2019-08-15 09:47:00,2
2019-08-15 09:49:00,2
2019-08-15 10:13:00,1
2019-08-15 10:14:00,3
2019-08-15 10:25:00,4
2019-08-15 10:26:00,4
2019-08-15 10:27:00,1
2019-08-15 10:28:00,1
2019-08-15 10:29:00,1
2019-08-15 10:30:00,2
2019-08-15 11:05:00,2
2019-08-15 11:08:00,4
2019-08-15 11:11:00,2
2019-08-15 11:12:00,2
2019-08-15 11:14:00,2
2019-08-15 11:17:00,4
2019-08-15 11:20:00,2
2019-08-15 11:21:00,2
2019-08-15 11:25:00,2
2019-08-15 11:26:00,2
2019-08-15 11:28:00,2
2019-08-15 11:31:00,1
2019-08-15 11:33:00,2
2019-08-15 11:39:00,2
2019-08-15 13:53:00,1
2019-08-15 15:40:00,2
