264,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-08-07 15:05:00,1
2019-08-07 15:09:00,1
2019-08-07 15:12:00,1
2019-08-07 15:15:00,1
2019-08-07 15:18:00,1
2019-08-07 15:22:00,1
2019-08-07 15:25:00,1
2019-08-07 15:29:00,1
2019-08-07 15:32:00,1
2019-08-07 15:35:00,1
2019-08-07 15:39:00,1
2019-08-07 15:42:00,1
2019-08-07 15:45:00,1
2019-08-07 15:48:00,1
2019-08-07 15:51:00,1
2019-08-07 15:54:00,1
2019-08-07 15:57:00,1
2019-08-07 16:00:00,1
2019-08-07 16:03:00,1
2019-08-07 16:07:00,1
2019-08-07 16:10:00,1
2019-08-07 16:13:00,1
2019-08-07 16:16:00,1
2019-08-07 16:20:00,1
2019-08-07 16:23:00,1
2019-08-07 16:26:00,1
2019-08-07 16:29:00,1
2019-08-07 16:32:00,1
2019-08-07 16:36:00,1
2019-08-07 16:39:00,1
2019-08-07 16:42:00,1
2019-08-07 16:45:00,1
2019-08-07 16:49:00,1
2019-08-07 16:52:00,1
2019-08-07 16:56:00,1
2019-08-07 16:59:00,1
2019-08-07 17:02:00,1
2019-08-07 17:05:00,1
2019-08-07 17:09:00,1
2019-08-07 17:12:00,1
2019-08-07 17:15:00,1
2019-08-07 17:20:00,1
2019-08-07 17:23:00,1
2019-08-07 17:27:00,1
2019-08-07 17:30:00,1
2019-08-07 17:34:00,1
2019-08-07 17:37:00,1
2019-08-07 17:41:00,1
2019-08-07 17:45:00,1
2019-08-07 17:48:00,1
2019-08-07 17:52:00,1
2019-08-07 17:56:00,1
2019-08-07 18:00:00,1
2019-08-07 18:03:00,1
2019-08-07 18:10:00,1
2019-08-07 18:13:00,1
2019-08-07 18:17:00,1
2019-08-07 18:21:00,1
2019-08-07 18:25:00,1
2019-08-07 18:29:00,1
2019-08-07 18:32:00,1
2019-08-07 18:36:00,1
2019-08-07 18:40:00,1
2019-08-07 18:43:00,1
2019-08-07 18:48:00,1
2019-08-07 18:51:00,1
2019-08-07 18:56:00,1
2019-08-07 18:59:00,1
2019-08-07 19:04:00,1
2019-08-07 19:08:00,1
2019-08-07 19:11:00,1
2019-08-07 19:15:00,1
2019-08-07 19:19:00,1
2019-08-07 19:23:00,1
2019-08-07 19:27:00,1
2019-08-07 19:30:00,1
2019-08-07 19:34:00,1
2019-08-07 19:38:00,1
2019-08-07 19:41:00,1
2019-08-07 19:45:00,1
2019-08-07 19:48:00,1
2019-08-07 19:51:00,1
2019-08-07 23:38:00,1
2019-08-07 23:58:00,1
