219238,select fieldid from field where cccol_u between # and # and skyframes_r between # and #
2019-01-25 04:11:00,319
2019-01-25 04:12:00,372
2019-01-25 04:13:00,330
2019-01-25 04:14:00,294
2019-01-25 04:15:00,247
2019-01-25 04:16:00,374
2019-01-25 04:17:00,182
2019-01-25 04:18:00,26
2019-01-25 04:19:00,17
2019-01-25 04:22:00,146
2019-01-25 04:23:00,376
2019-01-25 04:24:00,343
2019-01-25 04:25:00,415
2019-01-25 04:26:00,392
2019-01-25 04:27:00,389
2019-01-25 04:28:00,391
2019-01-25 04:29:00,376
2019-01-25 04:30:00,35
2019-01-25 04:32:00,34
2019-01-25 04:33:00,6
2019-01-25 04:36:00,356
2019-01-25 04:37:00,341
2019-01-25 04:38:00,367
2019-01-25 04:39:00,72
2019-01-25 04:40:00,98
2019-01-25 04:41:00,174
2019-01-25 04:42:00,285
2019-01-25 04:43:00,76
2019-01-25 04:44:00,246
2019-01-25 04:45:00,310
2019-01-25 04:46:00,195
2019-01-25 04:50:00,20
2019-01-25 04:51:00,14
2019-01-25 04:52:00,171
2019-01-25 04:53:00,373
2019-01-25 04:54:00,333
2019-01-25 04:55:00,254
2019-01-25 04:56:00,368
2019-01-25 04:57:00,353
2019-01-25 04:58:00,407
2019-01-25 04:59:00,480
2019-01-25 05:00:00,425
2019-01-25 05:01:00,434
2019-01-25 05:02:00,332
2019-01-25 05:03:00,317
2019-01-25 05:04:00,331
2019-01-25 05:05:00,97
2019-01-25 05:06:00,278
2019-01-25 05:07:00,352
2019-01-25 05:08:00,361
2019-01-25 05:09:00,409
2019-01-25 05:10:00,439
2019-01-25 05:11:00,367
2019-01-25 05:12:00,128
2019-01-25 05:13:00,3
2019-01-25 05:14:00,293
2019-01-25 05:15:00,291
2019-01-25 05:16:00,289
2019-01-25 05:17:00,398
2019-01-25 05:18:00,357
2019-01-25 05:19:00,428
2019-01-25 05:20:00,432
2019-01-25 05:21:00,385
2019-01-25 05:22:00,487
2019-01-25 05:23:00,380
2019-01-25 05:24:00,368
2019-01-25 05:25:00,353
2019-01-25 05:26:00,385
2019-01-25 05:27:00,277
2019-01-25 05:28:00,480
2019-01-25 05:29:00,410
2019-01-25 05:30:00,380
2019-01-25 05:31:00,428
2019-01-25 05:32:00,535
2019-01-25 05:33:00,539
2019-01-25 05:34:00,496
2019-01-25 05:35:00,445
2019-01-25 05:36:00,408
2019-01-25 05:37:00,356
2019-01-25 05:38:00,416
2019-01-25 05:39:00,460
2019-01-25 05:40:00,199
2019-01-25 05:41:00,366
2019-01-25 05:42:00,355
2019-01-25 05:43:00,336
2019-01-25 05:44:00,444
2019-01-25 05:45:00,432
2019-01-25 05:46:00,453
2019-01-25 05:47:00,372
2019-01-25 05:48:00,374
2019-01-25 05:49:00,424
2019-01-25 05:50:00,420
2019-01-25 05:51:00,419
2019-01-25 05:52:00,196
2019-01-25 05:53:00,321
2019-01-25 05:54:00,356
2019-01-25 05:55:00,438
2019-01-25 05:56:00,431
2019-01-25 05:57:00,296
2019-01-25 05:58:00,187
2019-01-25 05:59:00,256
2019-01-25 06:00:00,316
2019-01-25 06:01:00,424
2019-01-25 06:02:00,396
2019-01-25 06:03:00,446
2019-01-25 06:04:00,410
2019-01-25 06:05:00,342
2019-01-25 06:06:00,390
2019-01-25 06:07:00,301
2019-01-25 06:08:00,317
2019-01-25 06:09:00,424
2019-01-25 06:10:00,308
2019-01-25 06:11:00,201
2019-01-25 06:14:00,32
2019-01-25 06:16:00,256
2019-01-25 06:17:00,386
2019-01-25 06:18:00,361
2019-01-25 06:19:00,342
2019-01-25 06:20:00,363
2019-01-25 06:21:00,479
2019-01-25 06:22:00,298
2019-01-25 06:23:00,419
2019-01-25 06:24:00,388
2019-01-25 06:25:00,30
2019-01-25 06:26:00,15
2019-01-25 06:27:00,87
2019-01-25 06:28:00,82
2019-01-25 06:29:00,54
2019-01-25 06:32:00,1
2019-01-25 06:33:00,80
2019-01-25 06:35:00,189
2019-01-25 06:36:00,18
2019-01-25 06:39:00,133
2019-01-25 06:47:00,53
2019-01-25 06:48:00,84
2019-01-25 06:49:00,13
2019-01-25 06:54:00,13
2019-01-25 06:55:00,84
2019-01-25 06:56:00,279
2019-01-25 06:57:00,91
2019-01-25 06:59:00,184
2019-01-25 07:00:00,23
2019-01-25 07:10:00,34
2019-01-25 07:11:00,114
2019-01-25 07:13:00,247
2019-01-25 07:14:00,106
2019-01-25 07:18:00,17
2019-01-25 07:19:00,14
2019-01-25 07:21:00,73
2019-01-25 07:22:00,352
2019-01-25 07:23:00,354
2019-01-25 07:24:00,350
2019-01-25 07:25:00,318
2019-01-25 07:26:00,364
2019-01-25 07:27:00,388
2019-01-25 07:28:00,390
2019-01-25 07:29:00,346
2019-01-25 07:30:00,330
2019-01-25 07:31:00,378
2019-01-25 07:32:00,422
2019-01-25 07:33:00,416
2019-01-25 07:34:00,404
2019-01-25 07:35:00,352
2019-01-25 07:36:00,345
2019-01-25 07:37:00,385
2019-01-25 07:38:00,404
2019-01-25 07:39:00,450
2019-01-25 07:40:00,362
2019-01-25 07:41:00,330
2019-01-25 07:42:00,11
2019-01-25 07:49:00,137
2019-01-25 07:50:00,303
2019-01-25 07:51:00,356
2019-01-25 07:52:00,223
2019-01-25 07:53:00,23
2019-01-25 08:03:00,126
2019-01-25 08:04:00,25
2019-01-25 08:08:00,11
2019-01-25 08:09:00,5
2019-01-25 08:10:00,1
2019-01-25 08:17:00,77
2019-01-25 08:18:00,202
2019-01-25 08:19:00,86
2019-01-25 08:20:00,1
2019-01-25 08:23:00,124
2019-01-25 08:24:00,211
2019-01-25 08:32:00,120
2019-01-25 08:48:00,70
2019-01-25 09:06:00,57
2019-01-25 09:10:00,242
2019-01-25 09:12:00,117
2019-01-25 09:13:00,75
2019-01-25 09:14:00,317
2019-01-25 09:15:00,119
2019-01-25 09:19:00,67
2019-01-25 09:22:00,175
2019-01-25 09:30:00,1
2019-01-25 09:31:00,2
2019-01-25 09:32:00,173
2019-01-25 09:39:00,1
2019-01-25 09:40:00,2
2019-01-25 09:41:00,28
2019-01-25 09:42:00,129
2019-01-25 10:02:00,76
2019-01-25 10:18:00,1
2019-01-25 10:19:00,4
2019-01-25 10:24:00,99
2019-01-25 10:25:00,345
2019-01-25 10:26:00,337
2019-01-25 10:27:00,126
2019-01-25 10:29:00,1
2019-01-25 10:30:00,1
2019-01-25 10:35:00,11
2019-01-25 10:39:00,161
2019-01-25 10:51:00,83
2019-01-25 11:00:00,21
2019-01-25 11:01:00,37
2019-01-25 11:02:00,6
2019-01-25 11:03:00,69
2019-01-25 11:21:00,7
2019-01-25 11:27:00,41
2019-01-25 11:28:00,137
2019-01-25 11:32:00,31
2019-01-25 11:33:00,2
2019-01-25 11:36:00,208
2019-01-25 11:37:00,87
2019-01-25 11:42:00,52
2019-01-25 11:43:00,97
2019-01-25 11:45:00,214
2019-01-25 11:46:00,147
2019-01-25 11:54:00,7
2019-01-25 11:55:00,3
2019-01-25 11:56:00,2
2019-01-25 12:04:00,13
2019-01-25 12:08:00,38
2019-01-25 12:09:00,77
2019-01-25 12:10:00,4
2019-01-25 12:22:00,58
2019-01-25 12:23:00,51
2019-01-25 12:30:00,55
2019-01-25 12:33:00,94
2019-01-25 12:34:00,2
2019-01-25 12:37:00,106
2019-01-25 12:38:00,47
2019-01-25 12:41:00,41
2019-01-25 12:42:00,381
2019-01-25 12:43:00,371
2019-01-25 12:44:00,168
2019-01-25 12:45:00,225
2019-01-25 12:46:00,366
2019-01-25 12:47:00,347
2019-01-25 12:48:00,339
2019-01-25 12:49:00,33
2019-01-25 12:50:00,348
2019-01-25 12:51:00,336
2019-01-25 12:52:00,251
2019-01-25 12:53:00,320
2019-01-25 12:54:00,440
2019-01-25 12:55:00,376
2019-01-25 12:56:00,199
2019-01-25 12:57:00,12
2019-01-25 12:58:00,179
2019-01-25 12:59:00,332
2019-01-25 13:00:00,354
2019-01-25 13:01:00,381
2019-01-25 13:02:00,414
2019-01-25 13:03:00,350
2019-01-25 13:04:00,333
2019-01-25 13:05:00,354
2019-01-25 13:06:00,204
2019-01-25 13:07:00,259
2019-01-25 13:08:00,356
2019-01-25 13:09:00,367
2019-01-25 13:10:00,390
2019-01-25 13:11:00,358
2019-01-25 13:12:00,300
2019-01-25 13:13:00,362
2019-01-25 13:14:00,336
2019-01-25 13:15:00,260
2019-01-25 13:16:00,188
2019-01-25 13:17:00,194
2019-01-25 13:18:00,202
2019-01-25 13:19:00,187
2019-01-25 13:20:00,191
2019-01-25 13:21:00,252
2019-01-25 13:22:00,293
2019-01-25 13:23:00,292
2019-01-25 13:24:00,400
2019-01-25 13:25:00,248
2019-01-25 13:26:00,284
2019-01-25 13:27:00,369
2019-01-25 13:28:00,332
2019-01-25 13:29:00,323
2019-01-25 13:30:00,288
2019-01-25 13:31:00,344
2019-01-25 13:32:00,370
2019-01-25 13:33:00,355
2019-01-25 13:34:00,359
2019-01-25 13:35:00,250
2019-01-25 13:36:00,275
2019-01-25 13:37:00,295
2019-01-25 13:38:00,330
2019-01-25 13:39:00,336
2019-01-25 13:40:00,270
2019-01-25 13:41:00,1
2019-01-25 13:42:00,253
2019-01-25 13:43:00,103
2019-01-25 13:44:00,323
2019-01-25 13:45:00,321
2019-01-25 13:46:00,71
2019-01-25 13:47:00,292
2019-01-25 13:48:00,418
2019-01-25 13:49:00,352
2019-01-25 13:50:00,340
2019-01-25 13:51:00,351
2019-01-25 13:52:00,366
2019-01-25 13:53:00,376
2019-01-25 13:54:00,408
2019-01-25 13:55:00,239
2019-01-25 13:56:00,303
2019-01-25 13:57:00,400
2019-01-25 13:58:00,392
2019-01-25 13:59:00,316
2019-01-25 14:00:00,330
2019-01-25 14:01:00,330
2019-01-25 14:02:00,392
2019-01-25 14:03:00,333
2019-01-25 14:04:00,374
2019-01-25 14:05:00,419
2019-01-25 14:06:00,323
2019-01-25 14:07:00,341
2019-01-25 14:08:00,394
2019-01-25 14:09:00,376
2019-01-25 14:10:00,364
2019-01-25 14:11:00,378
2019-01-25 14:12:00,319
2019-01-25 14:13:00,340
2019-01-25 14:14:00,351
2019-01-25 14:15:00,333
2019-01-25 14:16:00,356
2019-01-25 14:17:00,362
2019-01-25 14:18:00,318
2019-01-25 14:19:00,333
2019-01-25 14:20:00,287
2019-01-25 14:21:00,262
2019-01-25 14:22:00,357
2019-01-25 14:23:00,373
2019-01-25 14:24:00,346
2019-01-25 14:25:00,308
2019-01-25 14:26:00,352
2019-01-25 14:27:00,400
2019-01-25 14:28:00,327
2019-01-25 14:29:00,340
2019-01-25 14:30:00,338
2019-01-25 14:31:00,309
2019-01-25 14:32:00,339
2019-01-25 14:33:00,294
2019-01-25 14:34:00,338
2019-01-25 14:35:00,286
2019-01-25 14:36:00,275
2019-01-25 14:37:00,287
2019-01-25 14:38:00,330
2019-01-25 14:39:00,385
2019-01-25 14:40:00,366
2019-01-25 14:41:00,313
2019-01-25 14:42:00,302
2019-01-25 14:43:00,300
2019-01-25 14:44:00,226
2019-01-25 14:45:00,330
2019-01-25 14:46:00,367
2019-01-25 14:47:00,340
2019-01-25 14:48:00,308
2019-01-25 14:49:00,350
2019-01-25 14:50:00,392
2019-01-25 14:51:00,328
2019-01-25 14:52:00,384
2019-01-25 14:53:00,23
2019-01-25 14:54:00,163
2019-01-25 14:55:00,316
2019-01-25 14:56:00,359
2019-01-25 14:57:00,430
2019-01-25 14:58:00,155
2019-01-25 14:59:00,231
2019-01-25 15:00:00,286
2019-01-25 15:01:00,333
2019-01-25 15:02:00,368
2019-01-25 15:03:00,309
2019-01-25 15:04:00,305
2019-01-25 15:05:00,343
2019-01-25 15:06:00,347
2019-01-25 15:07:00,366
2019-01-25 15:08:00,343
2019-01-25 15:09:00,327
2019-01-25 15:10:00,369
2019-01-25 15:11:00,267
2019-01-25 15:12:00,122
2019-01-25 15:13:00,347
2019-01-25 15:14:00,431
2019-01-25 15:15:00,405
2019-01-25 15:16:00,208
2019-01-25 15:17:00,372
2019-01-25 15:18:00,326
2019-01-25 15:19:00,342
2019-01-25 15:20:00,366
2019-01-25 15:21:00,153
2019-01-25 15:22:00,183
2019-01-25 15:23:00,217
2019-01-25 15:24:00,277
2019-01-25 15:26:00,157
2019-01-25 15:27:00,349
2019-01-25 15:28:00,374
2019-01-25 15:29:00,332
2019-01-25 15:30:00,344
2019-01-25 15:31:00,353
2019-01-25 15:32:00,266
2019-01-25 15:33:00,293
2019-01-25 15:34:00,338
2019-01-25 15:35:00,376
2019-01-25 15:36:00,317
2019-01-25 15:37:00,350
2019-01-25 15:38:00,336
2019-01-25 15:39:00,380
2019-01-25 15:40:00,318
2019-01-25 15:41:00,447
2019-01-25 15:42:00,287
2019-01-25 15:43:00,279
2019-01-25 15:44:00,161
2019-01-25 15:45:00,352
2019-01-25 15:46:00,282
2019-01-25 15:47:00,380
2019-01-25 15:48:00,338
2019-01-25 15:49:00,352
2019-01-25 15:50:00,356
2019-01-25 15:51:00,406
2019-01-25 15:52:00,374
2019-01-25 15:53:00,406
2019-01-25 15:54:00,302
2019-01-25 15:55:00,326
2019-01-25 15:56:00,363
2019-01-25 15:57:00,418
2019-01-25 15:58:00,341
2019-01-25 15:59:00,416
2019-01-25 16:00:00,359
2019-01-25 16:01:00,347
2019-01-25 16:02:00,271
2019-01-25 16:03:00,343
2019-01-25 16:04:00,372
2019-01-25 16:05:00,410
2019-01-25 16:06:00,382
2019-01-25 16:07:00,347
2019-01-25 16:08:00,350
2019-01-25 16:09:00,388
2019-01-25 16:10:00,413
2019-01-25 16:11:00,368
2019-01-25 16:12:00,326
2019-01-25 16:13:00,241
2019-01-25 16:14:00,207
2019-01-25 16:15:00,346
2019-01-25 16:16:00,450
2019-01-25 16:17:00,107
2019-01-25 16:18:00,138
2019-01-25 16:20:00,63
2019-01-25 16:21:00,413
2019-01-25 16:22:00,73
2019-01-25 16:23:00,99
2019-01-25 16:24:00,417
2019-01-25 16:25:00,439
2019-01-25 16:26:00,404
2019-01-25 16:27:00,396
2019-01-25 16:28:00,389
2019-01-25 16:29:00,432
2019-01-25 16:30:00,385
2019-01-25 16:31:00,256
2019-01-25 16:32:00,231
2019-01-25 16:34:00,230
2019-01-25 16:35:00,350
2019-01-25 16:36:00,286
2019-01-25 16:38:00,71
2019-01-25 16:39:00,394
2019-01-25 16:40:00,209
2019-01-25 16:41:00,166
2019-01-25 16:42:00,47
2019-01-25 16:43:00,444
2019-01-25 16:44:00,412
2019-01-25 16:45:00,377
2019-01-25 16:46:00,381
2019-01-25 16:47:00,357
2019-01-25 16:48:00,406
2019-01-25 16:49:00,456
2019-01-25 16:50:00,421
2019-01-25 16:51:00,342
2019-01-25 16:52:00,357
2019-01-25 16:53:00,429
2019-01-25 16:54:00,395
2019-01-25 16:55:00,414
2019-01-25 16:56:00,328
2019-01-25 16:57:00,311
2019-01-25 16:58:00,397
2019-01-25 16:59:00,398
2019-01-25 17:00:00,424
2019-01-25 17:01:00,382
2019-01-25 17:02:00,414
2019-01-25 17:03:00,337
2019-01-25 17:04:00,365
2019-01-25 17:05:00,356
2019-01-25 17:06:00,419
2019-01-25 17:07:00,259
2019-01-25 17:08:00,93
2019-01-25 17:09:00,23
2019-01-25 17:12:00,233
2019-01-25 17:13:00,431
2019-01-25 17:14:00,466
2019-01-25 17:15:00,367
2019-01-25 17:16:00,396
2019-01-25 17:17:00,460
2019-01-25 17:18:00,335
2019-01-25 19:51:00,2
2019-01-25 20:03:00,2
2019-01-25 20:04:00,1
2019-01-25 20:07:00,64
2019-01-25 20:19:00,1
2019-01-25 21:51:00,3
2019-01-25 21:52:00,6
2019-01-25 22:49:00,45
2019-01-25 23:21:00,213
2019-01-25 23:22:00,352
2019-01-25 23:23:00,234
2019-01-25 23:24:00,124
2019-01-25 23:25:00,3
2019-01-25 23:54:00,15
