2408,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, modelFlux_u, modelFlux_g, modelFlux_r, modelFlux_i, modelFlux_z, modelFluxIVar_u, modelFluxIVar_g, modelFluxIVar_r, modelFluxIVar_i, modelFluxIVar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-12-19 01:49:00,10
2019-12-19 01:51:00,10
2019-12-19 01:53:00,8
2019-12-19 01:54:00,2
2019-12-19 01:55:00,10
2019-12-19 01:58:00,10
2019-12-19 02:00:00,10
2019-12-19 02:02:00,9
2019-12-19 02:04:00,10
2019-12-19 02:05:00,3
2019-12-19 02:07:00,10
2019-12-19 02:10:00,10
2019-12-19 02:13:00,10
2019-12-19 02:16:00,10
2019-12-19 02:18:00,10
2019-12-19 02:21:00,9
2019-12-19 02:23:00,10
2019-12-19 02:25:00,3
2019-12-19 02:27:00,10
2019-12-19 02:30:00,10
2019-12-19 02:34:00,5
2019-12-19 02:36:00,10
2019-12-19 02:39:00,10
2019-12-19 02:41:00,10
2019-12-19 02:43:00,8
2019-12-19 02:47:00,9
2019-12-19 02:50:00,10
2019-12-19 02:54:00,9
2019-12-19 02:56:00,9
2019-12-19 03:00:00,10
2019-12-19 03:03:00,10
2019-12-19 03:06:00,10
2019-12-19 03:08:00,4
2019-12-19 03:09:00,4
2019-12-19 03:10:00,5
2019-12-19 03:12:00,10
2019-12-19 03:15:00,10
2019-12-19 03:17:00,10
2019-12-19 03:19:00,10
2019-12-19 03:21:00,7
2019-12-19 03:22:00,3
2019-12-19 03:24:00,10
2019-12-19 03:26:00,10
2019-12-19 03:28:00,10
2019-12-19 03:30:00,5
2019-12-19 03:33:00,10
2019-12-19 03:36:00,10
2019-12-19 03:38:00,6
2019-12-19 03:39:00,4
2019-12-19 03:41:00,9
2019-12-19 03:44:00,10
2019-12-19 03:46:00,10
2019-12-19 03:49:00,10
2019-12-19 03:51:00,7
2019-12-19 03:52:00,3
2019-12-19 03:53:00,4
2019-12-19 03:54:00,1
2019-12-19 03:57:00,10
2019-12-19 03:59:00,10
2019-12-19 04:01:00,10
2019-12-19 04:03:00,7
2019-12-19 04:05:00,10
2019-12-19 04:07:00,10
2019-12-19 04:09:00,9
2019-12-19 04:10:00,1
2019-12-19 04:13:00,10
2019-12-19 04:15:00,2
2019-12-19 04:16:00,8
2019-12-19 04:18:00,6
2019-12-19 04:21:00,10
2019-12-19 04:23:00,10
2019-12-19 04:25:00,10
2019-12-19 04:27:00,10
2019-12-19 04:31:00,8
2019-12-19 04:33:00,10
2019-12-19 04:36:00,10
2019-12-19 04:38:00,10
2019-12-19 04:41:00,10
2019-12-19 04:43:00,10
2019-12-19 04:46:00,1
2019-12-19 04:47:00,9
2019-12-19 04:49:00,10
2019-12-19 04:50:00,1
2019-12-19 04:51:00,2
2019-12-19 04:53:00,9
2019-12-19 04:55:00,6
2019-12-19 04:56:00,2
2019-12-19 04:57:00,6
2019-12-19 04:59:00,10
2019-12-19 05:02:00,9
2019-12-19 05:04:00,10
2019-12-19 05:06:00,9
2019-12-19 05:08:00,10
2019-12-19 05:10:00,7
2019-12-19 05:13:00,10
2019-12-19 05:16:00,10
2019-12-19 05:18:00,10
2019-12-19 05:20:00,7
2019-12-19 05:22:00,10
2019-12-19 05:23:00,1
2019-12-19 05:24:00,5
2019-12-19 05:25:00,9
2019-12-19 05:28:00,10
2019-12-19 05:30:00,9
2019-12-19 05:32:00,10
2019-12-19 05:35:00,10
2019-12-19 05:37:00,8
2019-12-19 05:39:00,9
2019-12-19 05:41:00,10
2019-12-19 05:44:00,10
2019-12-19 05:46:00,6
2019-12-19 05:49:00,10
2019-12-19 05:53:00,10
2019-12-19 05:55:00,8
2019-12-19 05:56:00,2
2019-12-19 05:58:00,10
2019-12-19 05:59:00,4
2019-12-19 06:02:00,8
2019-12-19 06:05:00,10
2019-12-19 06:08:00,10
2019-12-19 06:10:00,10
2019-12-19 06:12:00,9
2019-12-19 06:15:00,10
2019-12-19 06:17:00,10
2019-12-19 06:19:00,8
2019-12-19 06:22:00,10
2019-12-19 06:24:00,5
2019-12-19 06:25:00,3
2019-12-19 06:26:00,10
2019-12-19 06:28:00,1
2019-12-19 06:29:00,1
2019-12-19 06:31:00,1
2019-12-19 06:32:00,2
2019-12-19 06:34:00,1
2019-12-19 06:35:00,2
2019-12-19 06:37:00,2
2019-12-19 06:38:00,1
2019-12-19 06:40:00,1
2019-12-19 06:41:00,3
2019-12-19 06:42:00,1
2019-12-19 06:43:00,1
2019-12-19 06:44:00,1
2019-12-19 06:47:00,6
2019-12-19 06:48:00,1
2019-12-19 06:50:00,1
2019-12-19 06:53:00,2
2019-12-19 06:54:00,1
2019-12-19 06:56:00,2
2019-12-19 06:57:00,2
2019-12-19 07:00:00,1
2019-12-19 07:02:00,1
2019-12-19 07:03:00,1
2019-12-19 07:05:00,1
2019-12-19 07:07:00,1
2019-12-19 07:08:00,1
2019-12-19 07:09:00,1
2019-12-19 07:10:00,1
2019-12-19 07:12:00,1
2019-12-19 07:14:00,1
2019-12-19 07:15:00,2
2019-12-19 07:16:00,2
2019-12-19 07:18:00,1
2019-12-19 07:19:00,1
2019-12-19 07:20:00,2
2019-12-19 07:21:00,2
2019-12-19 07:23:00,2
2019-12-19 07:24:00,1
2019-12-19 07:25:00,1
2019-12-19 07:26:00,1
2019-12-19 07:27:00,1
2019-12-19 07:28:00,2
2019-12-19 07:30:00,2
2019-12-19 07:31:00,1
2019-12-19 07:32:00,1
2019-12-19 07:33:00,1
2019-12-19 07:35:00,1
2019-12-19 07:36:00,1
2019-12-19 07:38:00,1
2019-12-19 07:39:00,3
2019-12-19 07:40:00,2
2019-12-19 07:42:00,3
2019-12-19 07:43:00,2
2019-12-19 07:44:00,1
2019-12-19 07:45:00,1
2019-12-19 07:47:00,6
2019-12-19 07:48:00,1
2019-12-19 07:49:00,1
2019-12-19 07:50:00,1
2019-12-19 07:51:00,3
2019-12-19 07:52:00,3
2019-12-19 07:53:00,2
2019-12-19 07:54:00,1
2019-12-19 07:55:00,2
2019-12-19 07:56:00,1
2019-12-19 07:58:00,11
2019-12-19 08:00:00,4
2019-12-19 08:01:00,2
2019-12-19 08:02:00,1
2019-12-19 08:03:00,1
2019-12-19 08:05:00,10
2019-12-19 08:06:00,2
2019-12-19 08:08:00,10
2019-12-19 08:11:00,10
2019-12-19 08:12:00,3
2019-12-19 08:13:00,1
2019-12-19 08:14:00,1
2019-12-19 08:15:00,2
2019-12-19 08:17:00,7
2019-12-19 08:18:00,3
2019-12-19 08:19:00,1
2019-12-19 08:20:00,3
2019-12-19 08:21:00,1
2019-12-19 08:23:00,10
2019-12-19 08:25:00,4
2019-12-19 08:26:00,6
2019-12-19 08:27:00,3
2019-12-19 08:28:00,1
2019-12-19 08:30:00,10
2019-12-19 08:31:00,3
2019-12-19 08:32:00,1
2019-12-19 08:33:00,1
2019-12-19 08:34:00,2
2019-12-19 08:35:00,1
2019-12-19 08:36:00,3
2019-12-19 08:38:00,10
2019-12-19 08:39:00,4
2019-12-19 08:40:00,3
2019-12-19 08:41:00,2
2019-12-19 08:42:00,1
2019-12-19 08:43:00,1
2019-12-19 08:45:00,10
2019-12-19 08:46:00,2
2019-12-19 08:47:00,2
2019-12-19 08:49:00,2
2019-12-19 08:50:00,1
2019-12-19 08:51:00,1
2019-12-19 08:52:00,3
2019-12-19 08:54:00,4
2019-12-19 08:55:00,1
2019-12-19 08:56:00,3
2019-12-19 08:57:00,1
2019-12-19 09:00:00,10
2019-12-19 09:02:00,10
2019-12-19 09:03:00,2
2019-12-19 09:04:00,1
2019-12-19 09:05:00,1
2019-12-19 09:06:00,2
2019-12-19 09:07:00,1
2019-12-19 09:08:00,2
2019-12-19 09:09:00,1
2019-12-19 09:10:00,2
2019-12-19 09:11:00,1
2019-12-19 09:12:00,1
2019-12-19 09:14:00,2
2019-12-19 09:15:00,1
2019-12-19 09:16:00,1
2019-12-19 09:17:00,3
2019-12-19 09:18:00,1
2019-12-19 09:19:00,3
2019-12-19 09:20:00,1
2019-12-19 09:22:00,10
2019-12-19 09:23:00,2
2019-12-19 09:24:00,1
2019-12-19 09:25:00,2
2019-12-19 09:26:00,1
2019-12-19 09:27:00,1
2019-12-19 09:28:00,2
2019-12-19 09:29:00,2
2019-12-19 09:30:00,3
2019-12-19 09:31:00,1
2019-12-19 09:32:00,1
2019-12-19 09:33:00,1
2019-12-19 09:34:00,2
2019-12-19 09:35:00,1
2019-12-19 09:37:00,10
2019-12-19 09:38:00,1
2019-12-19 09:39:00,2
2019-12-19 09:41:00,1
2019-12-19 09:42:00,3
2019-12-19 09:43:00,1
2019-12-19 09:49:00,1
2019-12-19 09:50:00,1
2019-12-19 09:57:00,1
2019-12-19 09:58:00,4
2019-12-19 09:59:00,1
2019-12-19 10:00:00,1
2019-12-19 10:01:00,2
2019-12-19 10:02:00,1
2019-12-19 10:03:00,1
2019-12-19 10:05:00,2
2019-12-19 10:07:00,1
2019-12-19 10:08:00,1
2019-12-19 10:09:00,1
2019-12-19 10:11:00,2
2019-12-19 10:13:00,1
2019-12-19 10:14:00,1
2019-12-19 10:15:00,3
2019-12-19 10:17:00,3
2019-12-19 10:18:00,5
2019-12-19 10:20:00,2
2019-12-19 10:22:00,1
2019-12-19 10:23:00,1
2019-12-19 10:25:00,2
2019-12-19 10:26:00,2
2019-12-19 10:27:00,1
2019-12-19 10:28:00,2
2019-12-19 10:30:00,2
2019-12-19 10:31:00,3
2019-12-19 10:32:00,1
2019-12-19 10:33:00,2
2019-12-19 10:35:00,2
2019-12-19 10:36:00,2
2019-12-19 10:37:00,1
2019-12-19 10:38:00,3
2019-12-19 10:39:00,3
2019-12-19 10:40:00,3
2019-12-19 10:42:00,4
2019-12-19 10:43:00,3
2019-12-19 10:44:00,3
2019-12-19 10:45:00,3
2019-12-19 10:46:00,2
2019-12-19 10:48:00,2
2019-12-19 10:49:00,4
2019-12-19 10:51:00,4
2019-12-19 10:52:00,1
2019-12-19 10:53:00,3
2019-12-19 10:57:00,1
2019-12-19 11:00:00,4
2019-12-19 11:02:00,3
2019-12-19 11:03:00,2
2019-12-19 11:05:00,1
2019-12-19 11:06:00,5
2019-12-19 11:07:00,2
2019-12-19 11:09:00,1
2019-12-19 11:10:00,1
2019-12-19 11:11:00,2
2019-12-19 11:13:00,4
2019-12-19 11:14:00,1
2019-12-19 11:15:00,1
2019-12-19 11:16:00,3
2019-12-19 11:19:00,1
2019-12-19 11:20:00,1
2019-12-19 11:21:00,3
2019-12-19 11:22:00,2
2019-12-19 11:24:00,3
2019-12-19 11:25:00,2
2019-12-19 11:26:00,2
2019-12-19 11:27:00,1
2019-12-19 11:28:00,1
2019-12-19 11:29:00,1
2019-12-19 11:30:00,3
2019-12-19 11:31:00,2
2019-12-19 11:32:00,1
2019-12-19 11:33:00,1
2019-12-19 11:34:00,3
2019-12-19 11:35:00,3
2019-12-19 11:37:00,4
2019-12-19 11:39:00,3
2019-12-19 11:41:00,3
2019-12-19 11:42:00,2
2019-12-19 11:43:00,1
2019-12-19 11:45:00,2
2019-12-19 11:46:00,2
2019-12-19 11:47:00,2
2019-12-19 11:48:00,1
2019-12-19 11:49:00,2
2019-12-19 11:50:00,3
2019-12-19 11:51:00,1
2019-12-19 11:52:00,1
2019-12-19 11:53:00,2
2019-12-19 11:54:00,3
2019-12-19 11:55:00,1
2019-12-19 11:56:00,1
2019-12-19 11:57:00,4
2019-12-19 11:58:00,1
2019-12-19 11:59:00,1
2019-12-19 12:00:00,1
2019-12-19 12:01:00,2
2019-12-19 12:03:00,3
2019-12-19 12:04:00,3
2019-12-19 12:05:00,4
2019-12-19 12:06:00,1
2019-12-19 12:07:00,2
2019-12-19 12:08:00,2
2019-12-19 12:09:00,3
2019-12-19 12:10:00,3
2019-12-19 12:11:00,2
2019-12-19 12:12:00,2
2019-12-19 12:13:00,2
2019-12-19 12:14:00,1
2019-12-19 12:15:00,3
2019-12-19 12:16:00,3
2019-12-19 12:17:00,2
2019-12-19 12:18:00,1
2019-12-19 12:19:00,2
2019-12-19 12:20:00,1
2019-12-19 12:21:00,3
2019-12-19 12:22:00,1
2019-12-19 12:23:00,2
2019-12-19 12:24:00,1
2019-12-19 12:25:00,2
2019-12-19 12:26:00,5
2019-12-19 12:27:00,1
2019-12-19 12:28:00,2
2019-12-19 12:29:00,2
2019-12-19 12:32:00,8
2019-12-19 12:33:00,2
2019-12-19 12:37:00,1
2019-12-19 12:39:00,1
2019-12-19 12:41:00,3
2019-12-19 12:43:00,3
2019-12-19 12:45:00,1
2019-12-19 12:46:00,1
2019-12-19 12:47:00,1
2019-12-19 12:48:00,3
2019-12-19 12:50:00,1
2019-12-19 12:51:00,2
2019-12-19 12:52:00,1
2019-12-19 12:53:00,1
2019-12-19 12:54:00,2
2019-12-19 12:55:00,1
2019-12-19 12:56:00,1
2019-12-19 12:57:00,3
2019-12-19 12:58:00,2
2019-12-19 12:59:00,1
2019-12-19 13:02:00,3
2019-12-19 13:03:00,1
2019-12-19 13:04:00,1
2019-12-19 13:05:00,2
2019-12-19 13:06:00,3
2019-12-19 13:07:00,3
2019-12-19 13:08:00,2
2019-12-19 13:10:00,2
2019-12-19 13:11:00,1
2019-12-19 13:12:00,1
2019-12-19 13:13:00,2
2019-12-19 13:15:00,1
2019-12-19 13:16:00,1
2019-12-19 13:17:00,1
2019-12-19 13:18:00,3
2019-12-19 13:19:00,1
2019-12-19 13:21:00,2
2019-12-19 13:22:00,1
2019-12-19 13:23:00,1
2019-12-19 13:24:00,1
2019-12-19 13:25:00,2
2019-12-19 13:27:00,1
2019-12-19 13:29:00,1
2019-12-19 13:30:00,3
2019-12-19 13:31:00,1
2019-12-19 13:33:00,3
2019-12-19 13:34:00,1
2019-12-19 13:35:00,3
2019-12-19 13:37:00,2
2019-12-19 13:38:00,1
2019-12-19 13:39:00,2
2019-12-19 13:40:00,2
2019-12-19 13:42:00,1
2019-12-19 13:43:00,1
2019-12-19 13:44:00,3
2019-12-19 13:46:00,2
2019-12-19 13:47:00,1
2019-12-19 13:48:00,1
2019-12-19 13:49:00,2
2019-12-19 13:50:00,1
2019-12-19 13:51:00,1
2019-12-19 13:52:00,2
2019-12-19 13:53:00,2
2019-12-19 13:55:00,2
2019-12-19 13:59:00,1
2019-12-19 14:00:00,1
2019-12-19 14:02:00,1
2019-12-19 14:04:00,1
2019-12-19 14:07:00,1
2019-12-19 14:08:00,1
2019-12-19 14:10:00,1
2019-12-19 14:11:00,3
2019-12-19 14:12:00,1
2019-12-19 14:13:00,1
2019-12-19 14:16:00,1
2019-12-19 14:17:00,1
2019-12-19 14:18:00,3
2019-12-19 14:20:00,2
2019-12-19 14:22:00,1
2019-12-19 14:26:00,1
2019-12-19 14:28:00,1
2019-12-19 14:30:00,6
2019-12-19 14:31:00,2
2019-12-19 14:32:00,1
2019-12-19 14:34:00,4
2019-12-19 14:35:00,1
2019-12-19 14:36:00,1
2019-12-19 14:37:00,2
2019-12-19 14:38:00,2
2019-12-19 14:40:00,1
2019-12-19 14:41:00,1
2019-12-19 14:42:00,1
2019-12-19 14:43:00,1
2019-12-19 14:45:00,4
2019-12-19 14:46:00,1
2019-12-19 14:47:00,2
2019-12-19 14:48:00,1
2019-12-19 14:49:00,1
2019-12-19 14:50:00,1
2019-12-19 14:51:00,1
2019-12-19 14:52:00,1
2019-12-19 14:53:00,1
2019-12-19 14:54:00,1
2019-12-19 14:55:00,3
2019-12-19 14:56:00,4
2019-12-19 14:57:00,2
2019-12-19 14:58:00,1
2019-12-19 14:59:00,3
2019-12-19 15:00:00,3
2019-12-19 15:01:00,3
2019-12-19 15:03:00,3
2019-12-19 15:04:00,3
2019-12-19 15:06:00,2
2019-12-19 15:07:00,2
2019-12-19 15:09:00,2
2019-12-19 15:10:00,1
2019-12-19 15:11:00,1
2019-12-19 15:13:00,1
2019-12-19 15:14:00,2
2019-12-19 15:16:00,2
2019-12-19 15:17:00,2
2019-12-19 15:18:00,3
2019-12-19 15:19:00,3
2019-12-19 15:20:00,1
2019-12-19 15:21:00,2
2019-12-19 15:24:00,6
2019-12-19 15:25:00,2
2019-12-19 15:27:00,2
2019-12-19 15:28:00,1
2019-12-19 15:29:00,2
2019-12-19 15:30:00,1
2019-12-19 15:32:00,1
2019-12-19 15:33:00,1
2019-12-19 15:35:00,2
2019-12-19 15:36:00,2
2019-12-19 15:37:00,2
2019-12-19 15:38:00,2
2019-12-19 15:39:00,2
2019-12-19 15:40:00,1
2019-12-19 15:42:00,1
2019-12-19 15:43:00,1
2019-12-19 15:45:00,3
2019-12-19 15:46:00,3
2019-12-19 15:48:00,1
2019-12-19 15:50:00,3
2019-12-19 15:51:00,3
2019-12-19 15:52:00,1
2019-12-19 15:53:00,1
2019-12-19 15:54:00,2
2019-12-19 15:56:00,3
2019-12-19 15:57:00,2
2019-12-19 15:58:00,4
2019-12-19 15:59:00,1
2019-12-19 16:00:00,1
2019-12-19 16:01:00,2
2019-12-19 16:02:00,2
2019-12-19 16:06:00,4
2019-12-19 16:07:00,3
2019-12-19 16:08:00,1
2019-12-19 16:09:00,1
2019-12-19 16:10:00,3
2019-12-19 16:11:00,1
2019-12-19 16:12:00,2
2019-12-19 16:20:00,6
2019-12-19 16:21:00,4
2019-12-19 16:22:00,4
2019-12-19 16:23:00,2
2019-12-19 16:24:00,2
2019-12-19 16:25:00,1
2019-12-19 16:26:00,2
2019-12-19 16:28:00,7
2019-12-19 16:29:00,1
2019-12-19 16:31:00,2
2019-12-19 16:32:00,3
2019-12-19 16:33:00,1
2019-12-19 16:35:00,2
2019-12-19 16:36:00,8
2019-12-19 16:38:00,10
2019-12-19 16:39:00,1
2019-12-19 16:42:00,10
2019-12-19 16:43:00,1
2019-12-19 16:44:00,1
2019-12-19 16:46:00,5
2019-12-19 16:47:00,3
2019-12-19 16:49:00,2
2019-12-19 16:50:00,1
2019-12-19 16:55:00,2
2019-12-19 16:56:00,1
2019-12-19 16:58:00,1
2019-12-19 17:01:00,3
2019-12-19 17:02:00,1
2019-12-19 17:03:00,1
2019-12-19 17:04:00,1
2019-12-19 17:05:00,2
2019-12-19 17:06:00,2
2019-12-19 17:07:00,1
