5614,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-12-19 03:00:00,15
2019-12-19 03:01:00,13
2019-12-19 03:02:00,13
2019-12-19 03:03:00,13
2019-12-19 03:04:00,10
2019-12-19 03:05:00,14
2019-12-19 03:06:00,9
2019-12-19 03:07:00,12
2019-12-19 03:08:00,10
2019-12-19 03:09:00,11
2019-12-19 03:10:00,12
2019-12-19 03:11:00,10
2019-12-19 03:12:00,10
2019-12-19 03:13:00,11
2019-12-19 03:14:00,12
2019-12-19 03:15:00,10
2019-12-19 03:16:00,10
2019-12-19 03:17:00,8
2019-12-19 03:18:00,6
2019-12-19 03:19:00,11
2019-12-19 03:20:00,10
2019-12-19 03:21:00,11
2019-12-19 03:22:00,10
2019-12-19 03:23:00,8
2019-12-19 03:24:00,8
2019-12-19 03:25:00,6
2019-12-19 03:26:00,10
2019-12-19 03:27:00,6
2019-12-19 03:28:00,10
2019-12-19 03:29:00,4
2019-12-19 03:30:00,11
2019-12-19 03:31:00,10
2019-12-19 03:32:00,9
2019-12-19 03:33:00,13
2019-12-19 03:34:00,10
2019-12-19 03:35:00,8
2019-12-19 03:36:00,9
2019-12-19 03:37:00,9
2019-12-19 03:38:00,8
2019-12-19 03:39:00,10
2019-12-19 03:40:00,9
2019-12-19 03:41:00,8
2019-12-19 03:42:00,8
2019-12-19 03:43:00,11
2019-12-19 03:44:00,10
2019-12-19 03:45:00,8
2019-12-19 03:46:00,6
2019-12-19 03:47:00,8
2019-12-19 03:48:00,5
2019-12-19 03:49:00,10
2019-12-19 03:50:00,9
2019-12-19 03:51:00,8
2019-12-19 03:52:00,10
2019-12-19 03:53:00,10
2019-12-19 03:54:00,7
2019-12-19 03:55:00,9
2019-12-19 03:56:00,9
2019-12-19 03:57:00,11
2019-12-19 03:58:00,8
2019-12-19 03:59:00,11
2019-12-19 04:00:00,9
2019-12-19 04:01:00,6
2019-12-19 04:02:00,10
2019-12-19 04:03:00,7
2019-12-19 04:04:00,16
2019-12-19 04:05:00,9
2019-12-19 04:06:00,10
2019-12-19 04:07:00,9
2019-12-19 04:08:00,8
2019-12-19 04:09:00,10
2019-12-19 04:10:00,8
2019-12-19 04:11:00,10
2019-12-19 04:12:00,7
2019-12-19 04:13:00,9
2019-12-19 04:14:00,16
2019-12-19 04:15:00,9
2019-12-19 04:16:00,8
2019-12-19 04:17:00,8
2019-12-19 04:18:00,5
2019-12-19 04:19:00,6
2019-12-19 04:20:00,16
2019-12-19 04:21:00,4
2019-12-19 04:22:00,8
2019-12-19 04:23:00,10
2019-12-19 04:24:00,11
2019-12-19 04:25:00,10
2019-12-19 04:26:00,5
2019-12-19 04:27:00,6
2019-12-19 04:28:00,9
2019-12-19 04:29:00,11
2019-12-19 04:30:00,1
2019-12-19 04:31:00,11
2019-12-19 04:32:00,2
2019-12-19 04:33:00,11
2019-12-19 04:34:00,11
2019-12-19 04:35:00,16
2019-12-19 04:36:00,1
2019-12-19 04:37:00,10
2019-12-19 04:38:00,11
2019-12-19 04:39:00,14
2019-12-19 04:40:00,8
2019-12-19 04:41:00,9
2019-12-19 04:42:00,22
2019-12-19 04:43:00,9
2019-12-19 04:44:00,26
2019-12-19 04:45:00,10
2019-12-19 04:46:00,10
2019-12-19 04:47:00,22
2019-12-19 04:48:00,11
2019-12-19 04:49:00,29
2019-12-19 04:50:00,24
2019-12-19 04:51:00,21
2019-12-19 04:52:00,23
2019-12-19 04:53:00,27
2019-12-19 04:54:00,15
2019-12-19 04:55:00,38
2019-12-19 04:56:00,40
2019-12-19 04:57:00,36
2019-12-19 04:58:00,26
2019-12-19 04:59:00,23
2019-12-19 05:00:00,17
2019-12-19 05:01:00,11
2019-12-19 05:02:00,33
2019-12-19 05:03:00,18
2019-12-19 05:04:00,9
2019-12-19 05:05:00,4
2019-12-19 05:06:00,7
2019-12-19 05:07:00,2
2019-12-19 05:08:00,8
2019-12-19 05:09:00,6
2019-12-19 05:10:00,5
2019-12-19 05:11:00,4
2019-12-19 05:12:00,6
2019-12-19 05:13:00,6
2019-12-19 05:14:00,4
2019-12-19 05:15:00,9
2019-12-19 05:16:00,7
2019-12-19 05:17:00,6
2019-12-19 05:18:00,4
2019-12-19 05:19:00,6
2019-12-19 05:20:00,9
2019-12-19 05:21:00,6
2019-12-19 05:22:00,4
2019-12-19 05:23:00,3
2019-12-19 05:24:00,8
2019-12-19 05:25:00,6
2019-12-19 05:26:00,11
2019-12-19 05:27:00,7
2019-12-19 05:28:00,7
2019-12-19 05:29:00,6
2019-12-19 05:30:00,5
2019-12-19 05:31:00,6
2019-12-19 05:32:00,5
2019-12-19 05:33:00,5
2019-12-19 05:34:00,5
2019-12-19 05:35:00,7
2019-12-19 05:36:00,6
2019-12-19 05:37:00,9
2019-12-19 05:38:00,6
2019-12-19 05:39:00,8
2019-12-19 05:40:00,6
2019-12-19 05:41:00,7
2019-12-19 05:42:00,6
2019-12-19 05:43:00,6
2019-12-19 05:44:00,7
2019-12-19 05:45:00,5
2019-12-19 05:46:00,6
2019-12-19 05:47:00,7
2019-12-19 05:48:00,7
2019-12-19 05:49:00,5
2019-12-19 05:50:00,6
2019-12-19 05:51:00,7
2019-12-19 05:52:00,7
2019-12-19 05:53:00,6
2019-12-19 05:54:00,7
2019-12-19 05:55:00,7
2019-12-19 05:56:00,7
2019-12-19 05:57:00,6
2019-12-19 05:58:00,10
2019-12-19 05:59:00,5
2019-12-19 06:00:00,11
2019-12-19 06:01:00,7
2019-12-19 06:02:00,8
2019-12-19 06:03:00,8
2019-12-19 06:04:00,9
2019-12-19 06:05:00,8
2019-12-19 06:06:00,8
2019-12-19 06:07:00,8
2019-12-19 06:08:00,8
2019-12-19 06:09:00,8
2019-12-19 06:10:00,8
2019-12-19 06:11:00,12
2019-12-19 06:12:00,7
2019-12-19 06:13:00,9
2019-12-19 06:14:00,12
2019-12-19 06:15:00,13
2019-12-19 06:16:00,13
2019-12-19 06:17:00,10
2019-12-19 06:18:00,12
2019-12-19 06:19:00,15
2019-12-19 06:20:00,11
2019-12-19 06:21:00,10
2019-12-19 06:22:00,12
2019-12-19 06:23:00,11
2019-12-19 06:24:00,12
2019-12-19 06:25:00,16
2019-12-19 06:26:00,10
2019-12-19 06:27:00,11
2019-12-19 06:28:00,13
2019-12-19 06:29:00,11
2019-12-19 06:30:00,17
2019-12-19 06:31:00,13
2019-12-19 06:32:00,11
2019-12-19 06:33:00,14
2019-12-19 06:34:00,11
2019-12-19 06:35:00,13
2019-12-19 06:36:00,11
2019-12-19 06:37:00,14
2019-12-19 06:38:00,13
2019-12-19 06:39:00,10
2019-12-19 06:40:00,12
2019-12-19 06:41:00,14
2019-12-19 06:42:00,12
2019-12-19 06:43:00,11
2019-12-19 06:44:00,13
2019-12-19 06:45:00,13
2019-12-19 06:46:00,15
2019-12-19 06:47:00,7
2019-12-19 06:49:00,6
2019-12-19 06:50:00,15
2019-12-19 06:51:00,11
2019-12-19 06:52:00,12
2019-12-19 06:53:00,13
2019-12-19 06:54:00,11
2019-12-19 06:55:00,12
2019-12-19 06:56:00,13
2019-12-19 06:57:00,12
2019-12-19 06:58:00,17
2019-12-19 06:59:00,8
