341,"select ra,dec, #*LOG1#(psfFlux_u) + # - extinction_u + # as psfPogCorr_u, #*LOG1#(psfFlux_g) + # - extinction_g + # as psfPogCorr_g, #*LOG1#(psfFlux_r) + # - extinction_r + # as psfPogCorr_r, #*LOG1#(psfFlux_i) + # - extinction_i + # as psfPogCorr_i, #/SQRT(psfFluxIvar_u)/psfFlux_u as psfPogErr_u, #/SQRT(psfFluxIvar_g)/psfFlux_g as psfPogErr_g, #/SQRT(psfFluxIvar_r)/psfFlux_r as psfPogErr_r, #/SQRT(psfFluxIvar_i)/psfFlux_i as psfPogErr_i from star as s where ra between # and # and dec between # and # and s.clean=# and psfFlux_u > # and psfFlux_g > # and psfFlux_r > # and psfFlux_i > # and #/SQRT(psfFluxIvar_u)/psfFlux_u < # and #/SQRT(psfFluxIvar_g)/psfFlux_g < # and #/SQRT(psfFluxIvar_r)/psfFlux_r < # and #/SQRT(psfFluxIvar_i)/psfFlux_i < #"
2019-08-19 07:44:00,1
2019-08-19 07:46:00,1
2019-08-19 07:48:00,1
2019-08-19 07:53:00,1
2019-08-19 07:55:00,1
2019-08-19 07:57:00,1
2019-08-19 08:00:00,1
2019-08-19 08:02:00,1
2019-08-19 08:04:00,1
2019-08-19 08:06:00,1
2019-08-19 08:08:00,1
2019-08-19 08:11:00,1
2019-08-19 08:13:00,1
2019-08-19 08:15:00,1
2019-08-19 08:17:00,1
2019-08-19 08:20:00,1
2019-08-19 08:22:00,1
2019-08-19 08:27:00,1
2019-08-19 08:29:00,1
2019-08-19 08:32:00,1
2019-08-19 08:34:00,1
2019-08-19 08:37:00,1
2019-08-19 08:39:00,1
2019-08-19 08:41:00,1
2019-08-19 08:44:00,1
2019-08-19 08:47:00,1
2019-08-19 08:52:00,1
2019-08-19 08:54:00,1
2019-08-19 08:57:00,1
2019-08-19 08:59:00,1
2019-08-19 09:05:00,1
2019-08-19 09:07:00,1
2019-08-19 09:09:00,1
2019-08-19 09:12:00,1
2019-08-19 09:17:00,1
2019-08-19 09:20:00,1
2019-08-19 09:22:00,1
2019-08-19 09:25:00,1
2019-08-19 09:27:00,1
2019-08-19 09:30:00,1
