588,select unhex(hex(version()))
2019-07-04 09:58:00,3
2019-07-04 10:04:00,3
2019-07-04 10:10:00,3
2019-07-04 10:13:00,3
2019-07-04 10:25:00,3
2019-07-04 10:28:00,3
2019-07-04 10:37:00,3
2019-07-04 10:40:00,3
2019-07-04 10:49:00,3
2019-07-04 10:52:00,3
2019-07-04 10:58:00,3
2019-07-04 11:01:00,3
2019-07-04 11:04:00,3
2019-07-04 11:07:00,3
2019-07-04 11:10:00,3
2019-07-04 11:13:00,3
2019-07-04 11:16:00,3
2019-07-04 11:19:00,3
2019-07-04 11:22:00,3
2019-07-04 11:25:00,3
2019-07-04 11:31:00,3
2019-07-04 11:44:00,3
2019-07-04 11:55:00,3
2019-07-04 12:07:00,3
2019-07-04 12:11:00,3
2019-07-04 12:25:00,3
2019-07-04 12:31:00,3
2019-07-04 12:34:00,1
2019-07-04 12:35:00,2
2019-07-04 12:43:00,3
2019-07-04 12:49:00,3
2019-07-04 14:44:00,3
2019-07-04 15:08:00,3
2019-07-04 15:57:00,3
2019-07-04 16:44:00,3
2019-07-04 17:07:00,1
2019-07-04 18:19:00,3
2019-07-04 19:03:00,3
2019-07-04 19:14:00,1
2019-07-04 19:15:00,2
2019-07-04 20:10:00,3
2019-07-04 20:15:00,3
2019-07-04 20:35:00,3
2019-07-04 20:45:00,3
2019-07-04 20:46:00,3
2019-07-04 20:48:00,3
2019-07-04 20:51:00,3
2019-07-04 20:54:00,3
2019-07-04 21:00:00,3
2019-07-04 21:06:00,3
2019-07-04 21:15:00,3
2019-07-04 21:21:00,3
2019-07-04 21:24:00,3
2019-07-04 21:28:00,3
2019-07-04 21:30:00,3
2019-07-04 21:36:00,3
2019-07-04 21:39:00,3
2019-07-04 21:48:00,3
2019-07-04 21:51:00,3
2019-07-04 21:54:00,3
2019-07-04 21:57:00,3
2019-07-04 22:03:00,3
2019-07-04 22:06:00,3
2019-07-04 22:09:00,3
2019-07-04 22:12:00,3
2019-07-04 22:15:00,3
2019-07-04 22:21:00,3
2019-07-04 22:24:00,3
2019-07-04 22:27:00,3
2019-07-04 22:30:00,3
2019-07-04 22:33:00,3
2019-07-04 22:39:00,3
2019-07-04 22:42:00,3
2019-07-04 22:45:00,3
2019-07-04 22:51:00,3
2019-07-04 23:00:00,3
2019-07-04 23:09:00,3
2019-07-04 23:18:00,3
2019-07-04 23:21:00,3
2019-07-04 23:24:00,3
2019-07-04 23:39:00,3
2019-07-04 23:45:00,3
2019-07-04 23:54:00,3
2019-07-04 23:57:00,3
