16105,"select p.ra, p.dec, p.type,p.insidemask,p.flags_g,p.flags_i,p.flags_r,p.cModelMag_u, p.cModelMagErr_u,p.cModelMag_g, p.cModelMagErr_g,p.cModelMag_r, p.cModelMagErr_r,p.cModelMag_i, p.cModelMagErr_i,p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq(#,#,#) r on p.ObjID = r.ObjID"
2019-01-16 04:41:00,36
2019-01-16 04:42:00,56
2019-01-16 04:43:00,55
2019-01-16 04:44:00,53
2019-01-16 04:45:00,53
2019-01-16 04:46:00,37
2019-01-16 04:47:00,32
2019-01-16 04:48:00,36
2019-01-16 04:49:00,54
2019-01-16 04:50:00,59
2019-01-16 04:51:00,57
2019-01-16 04:52:00,57
2019-01-16 04:53:00,55
2019-01-16 04:54:00,50
2019-01-16 04:55:00,41
2019-01-16 04:56:00,22
2019-01-16 04:57:00,20
2019-01-16 04:58:00,20
2019-01-16 04:59:00,24
2019-01-16 05:00:00,19
2019-01-16 05:01:00,21
2019-01-16 05:02:00,46
2019-01-16 05:03:00,43
2019-01-16 05:04:00,47
2019-01-16 05:05:00,56
2019-01-16 05:06:00,55
2019-01-16 05:07:00,46
2019-01-16 05:08:00,44
2019-01-16 05:09:00,45
2019-01-16 05:10:00,24
2019-01-16 05:11:00,24
2019-01-16 05:12:00,22
2019-01-16 05:13:00,23
2019-01-16 05:14:00,25
2019-01-16 05:15:00,24
2019-01-16 05:16:00,36
2019-01-16 05:17:00,39
2019-01-16 05:18:00,41
2019-01-16 05:19:00,44
2019-01-16 05:20:00,44
2019-01-16 05:21:00,43
2019-01-16 05:22:00,43
2019-01-16 05:23:00,50
2019-01-16 05:24:00,44
2019-01-16 05:25:00,60
2019-01-16 05:26:00,71
2019-01-16 05:27:00,60
2019-01-16 05:28:00,54
2019-01-16 05:29:00,45
2019-01-16 05:30:00,36
2019-01-16 05:31:00,33
2019-01-16 05:32:00,31
2019-01-16 05:33:00,41
2019-01-16 05:34:00,36
2019-01-16 05:35:00,37
2019-01-16 05:36:00,52
2019-01-16 05:37:00,54
2019-01-16 05:38:00,39
2019-01-16 05:39:00,23
2019-01-16 05:40:00,21
2019-01-16 05:41:00,19
2019-01-16 05:42:00,22
2019-01-16 05:43:00,24
2019-01-16 05:44:00,26
2019-01-16 05:45:00,43
2019-01-16 05:46:00,44
2019-01-16 05:47:00,39
2019-01-16 05:48:00,43
2019-01-16 05:49:00,38
2019-01-16 05:50:00,40
2019-01-16 05:51:00,45
2019-01-16 05:52:00,53
2019-01-16 05:53:00,52
2019-01-16 05:54:00,48
2019-01-16 05:55:00,48
2019-01-16 05:56:00,52
2019-01-16 05:57:00,50
2019-01-16 05:58:00,50
2019-01-16 05:59:00,45
2019-01-16 06:00:00,48
2019-01-16 06:01:00,37
2019-01-16 06:03:00,1
2019-01-16 06:06:00,1
2019-01-16 06:07:00,21
2019-01-16 06:08:00,29
2019-01-16 06:09:00,33
2019-01-16 06:10:00,35
2019-01-16 06:11:00,44
2019-01-16 06:12:00,56
2019-01-16 06:13:00,54
2019-01-16 06:14:00,57
2019-01-16 06:15:00,58
2019-01-16 06:16:00,55
2019-01-16 06:17:00,54
2019-01-16 06:18:00,45
2019-01-16 06:19:00,43
2019-01-16 06:20:00,46
2019-01-16 06:21:00,41
2019-01-16 06:22:00,37
2019-01-16 06:23:00,32
2019-01-16 06:24:00,35
2019-01-16 06:25:00,36
2019-01-16 06:26:00,49
2019-01-16 06:27:00,54
2019-01-16 06:28:00,55
2019-01-16 06:29:00,54
2019-01-16 06:30:00,50
2019-01-16 06:31:00,47
2019-01-16 06:32:00,46
2019-01-16 06:33:00,42
2019-01-16 06:34:00,42
2019-01-16 06:35:00,40
2019-01-16 06:36:00,27
2019-01-16 06:37:00,26
2019-01-16 06:38:00,26
2019-01-16 06:39:00,32
2019-01-16 06:40:00,45
2019-01-16 06:41:00,42
2019-01-16 06:42:00,49
2019-01-16 06:43:00,57
2019-01-16 06:44:00,50
2019-01-16 06:45:00,32
2019-01-16 06:46:00,29
2019-01-16 06:47:00,28
2019-01-16 06:48:00,26
2019-01-16 06:49:00,17
2019-01-16 06:50:00,20
2019-01-16 06:51:00,16
2019-01-16 06:52:00,17
2019-01-16 06:53:00,18
2019-01-16 06:54:00,18
2019-01-16 06:55:00,46
2019-01-16 06:56:00,53
2019-01-16 06:57:00,48
2019-01-16 06:58:00,42
2019-01-16 06:59:00,43
2019-01-16 07:00:00,35
2019-01-16 07:01:00,31
2019-01-16 07:02:00,31
2019-01-16 07:03:00,31
2019-01-16 07:04:00,47
2019-01-16 07:05:00,78
2019-01-16 07:06:00,56
2019-01-16 07:07:00,41
2019-01-16 07:08:00,42
2019-01-16 07:09:00,47
2019-01-16 07:10:00,47
2019-01-16 07:11:00,42
2019-01-16 07:12:00,46
2019-01-16 07:13:00,46
2019-01-16 07:14:00,44
2019-01-16 07:15:00,45
2019-01-16 07:16:00,39
2019-01-16 07:17:00,42
2019-01-16 07:18:00,22
2019-01-16 07:19:00,17
2019-01-16 07:20:00,18
2019-01-16 07:21:00,16
2019-01-16 07:22:00,17
2019-01-16 07:23:00,14
2019-01-16 07:24:00,17
2019-01-16 07:25:00,17
2019-01-16 07:26:00,23
2019-01-16 07:27:00,27
2019-01-16 07:28:00,24
2019-01-16 07:29:00,24
2019-01-16 07:30:00,25
2019-01-16 07:31:00,22
2019-01-16 07:32:00,32
2019-01-16 07:33:00,28
2019-01-16 07:34:00,31
2019-01-16 07:35:00,30
2019-01-16 07:36:00,39
2019-01-16 07:37:00,39
2019-01-16 07:38:00,35
2019-01-16 07:39:00,54
2019-01-16 07:40:00,53
2019-01-16 07:41:00,54
2019-01-16 07:42:00,53
2019-01-16 07:43:00,58
2019-01-16 07:44:00,45
2019-01-16 07:45:00,46
2019-01-16 07:46:00,24
2019-01-16 07:47:00,20
2019-01-16 07:48:00,23
2019-01-16 07:49:00,22
2019-01-16 07:50:00,21
2019-01-16 07:51:00,21
2019-01-16 07:52:00,47
2019-01-16 07:53:00,50
2019-01-16 07:54:00,56
2019-01-16 07:55:00,57
2019-01-16 07:56:00,54
2019-01-16 07:57:00,55
2019-01-16 07:58:00,51
2019-01-16 07:59:00,45
2019-01-16 08:00:00,18
2019-01-16 08:01:00,18
2019-01-16 08:02:00,20
2019-01-16 08:03:00,16
2019-01-16 08:04:00,19
2019-01-16 08:05:00,13
2019-01-16 08:06:00,23
2019-01-16 08:07:00,59
2019-01-16 08:08:00,52
2019-01-16 08:09:00,38
2019-01-16 08:10:00,34
2019-01-16 08:11:00,40
2019-01-16 08:12:00,31
2019-01-16 08:13:00,14
2019-01-16 08:14:00,15
2019-01-16 08:15:00,18
2019-01-16 08:16:00,15
2019-01-16 08:17:00,11
2019-01-16 08:18:00,10
2019-01-16 08:19:00,11
2019-01-16 08:20:00,9
2019-01-16 08:21:00,10
2019-01-16 08:22:00,9
2019-01-16 08:23:00,11
2019-01-16 08:24:00,8
2019-01-16 08:25:00,10
2019-01-16 08:26:00,10
2019-01-16 08:27:00,9
2019-01-16 08:28:00,11
2019-01-16 08:29:00,12
2019-01-16 08:30:00,15
2019-01-16 08:31:00,26
2019-01-16 08:32:00,30
2019-01-16 08:33:00,22
2019-01-16 08:34:00,20
2019-01-16 08:35:00,26
2019-01-16 08:36:00,27
2019-01-16 08:37:00,37
2019-01-16 08:38:00,40
2019-01-16 08:39:00,40
2019-01-16 08:40:00,33
2019-01-16 08:41:00,29
2019-01-16 08:42:00,26
2019-01-16 08:43:00,25
2019-01-16 08:44:00,19
2019-01-16 08:45:00,32
2019-01-16 08:46:00,57
2019-01-16 08:47:00,49
2019-01-16 08:48:00,18
2019-01-16 08:49:00,17
2019-01-16 08:50:00,15
2019-01-16 08:51:00,22
2019-01-16 08:52:00,19
2019-01-16 08:53:00,25
2019-01-16 08:54:00,55
2019-01-16 08:55:00,56
2019-01-16 08:56:00,65
2019-01-16 08:57:00,54
2019-01-16 08:58:00,56
2019-01-16 08:59:00,58
2019-01-16 09:00:00,54
2019-01-16 09:01:00,50
2019-01-16 09:02:00,50
2019-01-16 09:03:00,48
2019-01-16 09:04:00,48
2019-01-16 09:05:00,39
2019-01-16 09:06:00,50
2019-01-16 09:07:00,48
2019-01-16 09:08:00,55
2019-01-16 09:09:00,52
2019-01-16 09:10:00,50
2019-01-16 09:11:00,49
2019-01-16 09:12:00,45
2019-01-16 09:13:00,33
2019-01-16 09:14:00,32
2019-01-16 09:15:00,36
2019-01-16 09:16:00,51
2019-01-16 09:17:00,57
2019-01-16 09:18:00,50
2019-01-16 09:19:00,35
2019-01-16 09:20:00,39
2019-01-16 09:21:00,37
2019-01-16 09:22:00,38
2019-01-16 09:23:00,36
2019-01-16 09:24:00,38
2019-01-16 09:25:00,32
2019-01-16 09:26:00,32
2019-01-16 09:27:00,31
2019-01-16 09:28:00,30
2019-01-16 09:29:00,46
2019-01-16 09:30:00,56
2019-01-16 09:31:00,51
2019-01-16 09:32:00,40
2019-01-16 09:33:00,37
2019-01-16 09:34:00,40
2019-01-16 09:35:00,37
2019-01-16 09:36:00,36
2019-01-16 09:37:00,40
2019-01-16 09:38:00,42
2019-01-16 09:39:00,39
2019-01-16 09:40:00,43
2019-01-16 09:41:00,52
2019-01-16 09:42:00,51
2019-01-16 09:43:00,57
2019-01-16 09:44:00,62
2019-01-16 09:45:00,59
2019-01-16 09:46:00,53
2019-01-16 09:47:00,55
2019-01-16 09:48:00,40
2019-01-16 09:49:00,41
2019-01-16 09:50:00,42
2019-01-16 09:51:00,57
2019-01-16 09:52:00,56
2019-01-16 09:53:00,57
2019-01-16 09:54:00,57
2019-01-16 09:55:00,53
2019-01-16 09:56:00,53
2019-01-16 09:57:00,55
2019-01-16 09:58:00,54
2019-01-16 09:59:00,45
2019-01-16 10:00:00,42
2019-01-16 10:01:00,34
2019-01-16 10:02:00,23
2019-01-16 10:03:00,20
2019-01-16 10:04:00,22
2019-01-16 10:05:00,18
2019-01-16 10:06:00,23
2019-01-16 10:07:00,26
2019-01-16 10:08:00,42
2019-01-16 10:09:00,40
2019-01-16 10:10:00,41
2019-01-16 10:11:00,50
2019-01-16 10:12:00,47
2019-01-16 10:13:00,54
2019-01-16 10:14:00,54
2019-01-16 10:15:00,58
2019-01-16 10:16:00,57
2019-01-16 10:17:00,58
2019-01-16 10:18:00,52
2019-01-16 10:19:00,44
2019-01-16 10:20:00,54
2019-01-16 10:21:00,60
2019-01-16 10:22:00,54
2019-01-16 10:23:00,15
2019-01-16 10:24:00,16
2019-01-16 10:25:00,15
2019-01-16 10:26:00,15
2019-01-16 10:27:00,15
2019-01-16 10:28:00,15
2019-01-16 10:29:00,11
