7024,"select top #                                                                             G.objID, G.ra as ra2, G.dec as dec2,                                                       G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z,                      G.petroMagErr_u, G.petroMagErr_g, G.petroMagErr_r, G.petroMagErr_i, G.petroMagErr_z,       ph.z as z2                                                                          from                                                                                              Galaxy as G, dbo.fGetNearbyObjEq(#,#,#) as N, photoz as ph                       where                                                                                             G.objID = N.objID and                                                                      ph.objID = N.objID and                                                                     ph.z># and                                                                                ph.z<#                                                                             order by G.petroMag_r"
2019-08-23 17:22:00,27
2019-08-23 17:23:00,28
2019-08-23 17:24:00,28
2019-08-23 17:25:00,28
2019-08-23 17:26:00,24
2019-08-23 17:27:00,26
2019-08-23 17:28:00,25
2019-08-23 17:29:00,26
2019-08-23 17:30:00,25
2019-08-23 17:31:00,26
2019-08-23 17:32:00,25
2019-08-23 17:33:00,24
2019-08-23 17:34:00,23
2019-08-23 17:35:00,25
2019-08-23 17:36:00,25
2019-08-23 17:37:00,26
2019-08-23 17:38:00,24
2019-08-23 17:39:00,24
2019-08-23 17:40:00,25
2019-08-23 17:41:00,25
2019-08-23 17:42:00,27
2019-08-23 17:43:00,25
2019-08-23 17:44:00,27
2019-08-23 17:45:00,26
2019-08-23 17:46:00,21
2019-08-23 17:47:00,26
2019-08-23 17:48:00,27
2019-08-23 17:49:00,26
2019-08-23 17:50:00,27
2019-08-23 17:51:00,25
2019-08-23 17:52:00,27
2019-08-23 17:53:00,27
2019-08-23 17:54:00,27
2019-08-23 17:55:00,26
2019-08-23 17:56:00,26
2019-08-23 17:57:00,26
2019-08-23 17:58:00,28
2019-08-23 17:59:00,27
2019-08-23 18:00:00,24
2019-08-23 18:01:00,26
2019-08-23 18:02:00,26
2019-08-23 18:03:00,27
2019-08-23 18:04:00,26
2019-08-23 18:05:00,25
2019-08-23 18:06:00,25
2019-08-23 18:07:00,27
2019-08-23 18:08:00,26
2019-08-23 18:09:00,26
2019-08-23 18:10:00,27
2019-08-23 18:11:00,25
2019-08-23 18:12:00,26
2019-08-23 18:13:00,26
2019-08-23 18:14:00,27
2019-08-23 18:15:00,26
2019-08-23 18:16:00,26
2019-08-23 18:17:00,25
2019-08-23 18:18:00,25
2019-08-23 18:19:00,26
2019-08-23 18:20:00,26
2019-08-23 18:21:00,27
2019-08-23 18:22:00,28
2019-08-23 18:23:00,26
2019-08-23 18:24:00,27
2019-08-23 18:25:00,26
2019-08-23 18:26:00,26
2019-08-23 18:27:00,27
2019-08-23 18:28:00,27
2019-08-23 18:29:00,26
2019-08-23 18:30:00,28
2019-08-23 18:31:00,26
2019-08-23 18:32:00,27
2019-08-23 18:33:00,27
2019-08-23 18:34:00,27
2019-08-23 18:35:00,27
2019-08-23 18:36:00,26
2019-08-23 18:37:00,26
2019-08-23 18:38:00,27
2019-08-23 18:39:00,25
2019-08-23 18:40:00,26
2019-08-23 18:41:00,27
2019-08-23 18:42:00,26
2019-08-23 18:43:00,26
2019-08-23 18:44:00,27
2019-08-23 18:45:00,27
2019-08-23 18:46:00,27
2019-08-23 18:47:00,25
2019-08-23 18:48:00,26
2019-08-23 18:49:00,26
2019-08-23 18:50:00,26
2019-08-23 18:51:00,27
2019-08-23 18:52:00,25
2019-08-23 18:53:00,27
2019-08-23 18:54:00,26
2019-08-23 18:55:00,26
2019-08-23 18:56:00,27
2019-08-23 18:57:00,27
2019-08-23 18:58:00,27
2019-08-23 18:59:00,25
2019-08-23 19:00:00,24
2019-08-23 19:01:00,25
2019-08-23 19:02:00,26
2019-08-23 19:03:00,27
2019-08-23 19:04:00,26
2019-08-23 19:05:00,28
2019-08-23 19:06:00,27
2019-08-23 19:07:00,27
2019-08-23 19:08:00,28
2019-08-23 19:09:00,27
2019-08-23 19:10:00,27
2019-08-23 19:11:00,27
2019-08-23 19:12:00,27
2019-08-23 19:13:00,27
2019-08-23 19:14:00,27
2019-08-23 19:15:00,26
2019-08-23 19:16:00,27
2019-08-23 19:17:00,26
2019-08-23 19:18:00,26
2019-08-23 19:19:00,26
2019-08-23 19:20:00,27
2019-08-23 19:21:00,28
2019-08-23 19:22:00,27
2019-08-23 19:23:00,27
2019-08-23 19:24:00,27
2019-08-23 19:25:00,26
2019-08-23 19:26:00,26
2019-08-23 19:27:00,27
2019-08-23 19:28:00,27
2019-08-23 19:29:00,27
2019-08-23 19:30:00,26
2019-08-23 19:31:00,26
2019-08-23 19:32:00,26
2019-08-23 19:33:00,26
2019-08-23 19:34:00,26
2019-08-23 19:35:00,26
2019-08-23 19:36:00,27
2019-08-23 19:37:00,25
2019-08-23 19:38:00,26
2019-08-23 19:39:00,26
2019-08-23 19:40:00,25
2019-08-23 19:41:00,25
2019-08-23 19:42:00,26
2019-08-23 19:43:00,25
2019-08-23 19:44:00,25
2019-08-23 19:45:00,24
2019-08-23 19:46:00,26
2019-08-23 19:47:00,27
2019-08-23 19:48:00,26
2019-08-23 19:49:00,26
2019-08-23 19:50:00,26
2019-08-23 19:51:00,27
2019-08-23 19:52:00,27
2019-08-23 19:53:00,26
2019-08-23 19:54:00,27
2019-08-23 19:55:00,26
2019-08-23 19:56:00,26
2019-08-23 19:57:00,27
2019-08-23 19:58:00,27
2019-08-23 19:59:00,27
2019-08-23 20:00:00,24
2019-08-23 20:01:00,26
2019-08-23 20:02:00,26
2019-08-23 20:03:00,25
2019-08-23 20:04:00,26
2019-08-23 20:05:00,25
2019-08-23 20:06:00,26
2019-08-23 20:07:00,3
