5994,"UPDATE FramePathProcessing                         SET processed = #, goodMeltScore = #, fastBottomScore = #, fastTopScore = #, processedPath = &&&, cropPath = &&&                         WHERE Path = &&&"
2019-06-10 15:01:00,24
2019-06-10 15:02:00,22
2019-06-10 15:03:00,23
2019-06-10 15:04:00,23
2019-06-10 15:05:00,23
2019-06-10 15:06:00,23
2019-06-10 15:07:00,23
2019-06-10 15:08:00,24
2019-06-10 15:09:00,23
2019-06-10 15:10:00,24
2019-06-10 15:11:00,24
2019-06-10 15:12:00,23
2019-06-10 15:13:00,24
2019-06-10 15:14:00,24
2019-06-10 15:15:00,24
2019-06-10 15:16:00,24
2019-06-10 15:17:00,24
2019-06-10 15:18:00,23
2019-06-10 15:19:00,24
2019-06-10 15:20:00,24
2019-06-10 15:21:00,24
2019-06-10 15:22:00,23
2019-06-10 15:23:00,24
2019-06-10 15:24:00,6
2019-06-10 15:26:00,11
2019-06-10 15:31:00,23
2019-06-10 15:32:00,23
2019-06-10 15:33:00,24
2019-06-10 15:34:00,23
2019-06-10 15:35:00,24
2019-06-10 15:36:00,23
2019-06-10 15:37:00,24
2019-06-10 15:38:00,25
2019-06-10 15:39:00,23
2019-06-10 15:40:00,25
2019-06-10 15:41:00,22
2019-06-10 15:42:00,23
2019-06-10 15:43:00,24
2019-06-10 15:44:00,23
2019-06-10 15:45:00,24
2019-06-10 15:46:00,23
2019-06-10 15:47:00,3
2019-06-10 15:52:00,11
2019-06-10 15:53:00,23
2019-06-10 15:54:00,24
2019-06-10 15:55:00,22
2019-06-10 15:56:00,22
2019-06-10 15:57:00,23
2019-06-10 15:58:00,23
2019-06-10 15:59:00,23
2019-06-10 16:00:00,14
2019-06-10 16:01:00,24
2019-06-10 16:02:00,24
2019-06-10 16:03:00,23
2019-06-10 16:04:00,23
2019-06-10 16:05:00,24
2019-06-10 16:06:00,23
2019-06-10 16:07:00,24
2019-06-10 16:08:00,23
2019-06-10 16:09:00,23
2019-06-10 16:10:00,24
2019-06-10 16:11:00,23
2019-06-10 16:12:00,24
2019-06-10 16:13:00,24
2019-06-10 16:14:00,23
2019-06-10 16:15:00,23
2019-06-10 16:16:00,23
2019-06-10 16:17:00,23
2019-06-10 16:18:00,23
2019-06-10 16:19:00,24
2019-06-10 16:20:00,24
2019-06-10 16:21:00,23
2019-06-10 16:22:00,24
2019-06-10 16:23:00,23
2019-06-10 16:24:00,24
2019-06-10 16:25:00,23
2019-06-10 16:26:00,24
2019-06-10 16:27:00,23
2019-06-10 16:28:00,23
2019-06-10 16:29:00,24
2019-06-10 16:30:00,23
2019-06-10 16:31:00,24
2019-06-10 16:32:00,24
2019-06-10 16:33:00,23
2019-06-10 16:34:00,23
2019-06-10 16:35:00,24
2019-06-10 16:36:00,23
2019-06-10 16:37:00,23
2019-06-10 16:38:00,23
2019-06-10 16:39:00,24
2019-06-10 16:40:00,23
2019-06-10 16:41:00,24
2019-06-10 16:42:00,23
2019-06-10 16:43:00,24
2019-06-10 16:44:00,23
2019-06-10 16:45:00,24
2019-06-10 16:46:00,23
2019-06-10 16:47:00,24
2019-06-10 16:48:00,24
2019-06-10 16:49:00,23
2019-06-10 16:50:00,25
2019-06-10 16:51:00,24
2019-06-10 16:52:00,26
2019-06-10 16:53:00,24
2019-06-10 16:54:00,25
2019-06-10 16:55:00,26
2019-06-10 16:56:00,24
2019-06-10 16:57:00,26
2019-06-10 16:58:00,25
2019-06-10 16:59:00,9
