3450,select * from FramePathProcessing where processed = # ORDER BY Id
2019-06-10 16:30:00,10
2019-06-10 16:31:00,12
2019-06-10 16:32:00,11
2019-06-10 16:33:00,12
2019-06-10 16:34:00,12
2019-06-10 16:35:00,12
2019-06-10 16:36:00,11
2019-06-10 16:37:00,12
2019-06-10 16:38:00,13
2019-06-10 16:39:00,12
2019-06-10 16:40:00,11
2019-06-10 16:41:00,11
2019-06-10 16:42:00,11
2019-06-10 16:43:00,11
2019-06-10 16:44:00,10
2019-06-10 16:45:00,11
2019-06-10 16:46:00,8
2019-06-10 16:47:00,11
2019-06-10 16:48:00,11
2019-06-10 16:49:00,10
2019-06-10 16:50:00,11
2019-06-10 16:51:00,12
2019-06-10 16:52:00,10
2019-06-10 16:53:00,11
2019-06-10 16:54:00,12
2019-06-10 16:55:00,10
2019-06-10 16:56:00,12
2019-06-10 16:57:00,11
2019-06-10 16:58:00,10
2019-06-10 16:59:00,11
