50680,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-08 09:19:00,311
2019-03-08 09:20:00,29
2019-03-08 09:21:00,2
2019-03-08 09:22:00,17
2019-03-08 09:24:00,6
2019-03-08 09:25:00,7
2019-03-08 09:26:00,12
2019-03-08 09:27:00,7
2019-03-08 09:29:00,2
2019-03-08 09:30:00,42
2019-03-08 09:32:00,9
2019-03-08 09:33:00,3
2019-03-08 09:34:00,20
2019-03-08 09:36:00,5
2019-03-08 09:37:00,5
2019-03-08 09:40:00,21
2019-03-08 09:41:00,4
2019-03-08 09:42:00,3
2019-03-08 09:43:00,1210
2019-03-08 09:44:00,487
2019-03-08 13:11:00,3
2019-03-08 14:10:00,60
2019-03-08 16:32:00,1
2019-03-08 17:06:00,6
2019-03-08 17:44:00,51
2019-03-08 18:00:00,2
2019-03-08 18:25:00,825
2019-03-08 18:26:00,1
2019-03-08 18:30:00,39
2019-03-08 18:31:00,48
2019-03-08 18:34:00,13
2019-03-08 18:39:00,2
2019-03-08 18:40:00,5
2019-03-08 18:48:00,1
2019-03-08 19:01:00,2
2019-03-08 19:08:00,4
