281,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between .# and #
2019-03-09 09:35:00,1
2019-03-09 09:41:00,1
2019-03-09 09:46:00,1
2019-03-09 09:50:00,1
2019-03-09 09:54:00,1
2019-03-09 10:02:00,1
2019-03-09 10:03:00,1
2019-03-09 10:11:00,1
2019-03-09 10:17:00,2
2019-03-09 10:24:00,1
2019-03-09 10:26:00,1
2019-03-09 10:36:00,1
2019-03-09 10:41:00,1
2019-03-09 10:51:00,6
2019-03-09 11:08:00,1
2019-03-09 11:11:00,1
2019-03-09 11:24:00,2
2019-03-09 11:26:00,1
2019-03-09 11:27:00,1
2019-03-09 11:39:00,1
2019-03-09 11:42:00,1
2019-03-09 11:45:00,1
2019-03-09 11:54:00,1
2019-03-09 11:58:00,1
2019-03-09 12:07:00,1
2019-03-09 12:08:00,1
2019-03-09 12:12:00,1
2019-03-09 12:25:00,1
2019-03-09 12:30:00,6
2019-03-09 12:43:00,1
2019-03-09 12:49:00,1
2019-03-09 12:51:00,1
2019-03-09 13:00:00,1
2019-03-09 13:01:00,1
2019-03-09 13:09:00,1
2019-03-09 13:10:00,1
2019-03-09 13:16:00,1
2019-03-09 13:24:00,1
2019-03-09 13:26:00,1
2019-03-09 13:34:00,1
2019-03-09 13:44:00,1
2019-03-09 13:48:00,1
2019-03-09 13:54:00,1
2019-03-09 13:59:00,1
2019-03-09 14:04:00,1
2019-03-09 14:09:00,4
2019-03-09 14:10:00,1
2019-03-09 14:27:00,1
2019-03-09 14:29:00,1
2019-03-09 14:41:00,1
2019-03-09 14:46:00,1
2019-03-09 14:47:00,1
2019-03-09 14:48:00,1
2019-03-09 15:03:00,1
2019-03-09 15:06:00,1
2019-03-09 15:11:00,1
2019-03-09 15:18:00,1
2019-03-09 15:22:00,1
2019-03-09 15:28:00,1
2019-03-09 15:32:00,1
2019-03-09 15:45:00,1
2019-03-09 15:49:00,1
2019-03-09 15:52:00,1
2019-03-09 15:59:00,1
2019-03-09 16:05:00,1
2019-03-09 16:10:00,1
2019-03-09 16:24:00,1
2019-03-09 16:31:00,5
2019-03-09 16:45:00,1
2019-03-09 16:49:00,1
2019-03-09 16:57:00,2
2019-03-09 17:02:00,2
2019-03-09 17:11:00,1
2019-03-09 17:22:00,1
2019-03-09 17:23:00,1
2019-03-09 17:25:00,1
2019-03-09 17:28:00,1
2019-03-09 17:39:00,1
2019-03-09 17:42:00,1
2019-03-09 17:45:00,1
2019-03-09 17:51:00,1
2019-03-09 17:55:00,1
2019-03-09 18:01:00,1
2019-03-09 18:06:00,1
2019-03-09 18:11:00,1
2019-03-09 18:12:00,1
2019-03-09 18:23:00,1
2019-03-09 18:28:00,1
2019-03-09 18:31:00,1
2019-03-09 18:33:00,1
2019-03-09 18:37:00,1
2019-03-09 18:43:00,1
2019-03-09 18:55:00,1
2019-03-09 18:56:00,1
2019-03-09 18:59:00,1
2019-03-09 19:00:00,1
2019-03-09 19:11:00,1
2019-03-09 19:22:00,1
2019-03-09 19:29:00,7
2019-03-09 19:43:00,1
2019-03-09 19:48:00,1
2019-03-09 19:50:00,1
2019-03-09 19:52:00,1
2019-03-09 20:07:00,2
2019-03-09 20:09:00,1
2019-03-09 20:10:00,1
2019-03-09 20:20:00,1
2019-03-09 20:26:00,1
2019-03-09 20:29:00,1
2019-03-09 20:48:00,1
2019-03-09 20:50:00,1
2019-03-09 20:53:00,1
2019-03-09 20:55:00,1
2019-03-09 21:04:00,1
2019-03-09 21:09:00,1
2019-03-09 21:11:00,1
2019-03-09 21:22:00,1
2019-03-09 21:23:00,1
2019-03-09 21:27:00,1
2019-03-09 21:33:00,1
2019-03-09 21:42:00,2
2019-03-09 21:43:00,1
2019-03-09 21:50:00,1
2019-03-09 21:58:00,1
2019-03-09 22:01:00,1
2019-03-09 22:11:00,1
2019-03-09 22:12:00,1
2019-03-09 22:21:00,1
2019-03-09 22:29:00,6
2019-03-09 22:49:00,1
2019-03-09 22:54:00,1
2019-03-09 22:55:00,2
2019-03-09 23:10:00,1
2019-03-09 23:14:00,1
2019-03-09 23:18:00,1
2019-03-09 23:26:00,1
2019-03-09 23:32:00,1
2019-03-09 23:36:00,1
2019-03-09 23:45:00,1
2019-03-09 23:48:00,1
2019-03-09 23:56:00,1
