10600,select objid from photoobjall where photoobjall.dec between # and # and photoobjall.ra between # and #
2019-03-06 21:03:00,9
2019-03-06 21:04:00,6
2019-03-06 21:05:00,10
2019-03-06 21:06:00,7
2019-03-06 21:07:00,7
2019-03-06 21:08:00,7
2019-03-06 21:09:00,9
2019-03-06 21:10:00,7
2019-03-06 21:11:00,10
2019-03-06 21:12:00,10
2019-03-06 21:13:00,11
2019-03-06 21:14:00,13
2019-03-06 21:15:00,3
2019-03-06 21:16:00,11
2019-03-06 21:17:00,7
2019-03-06 21:18:00,8
2019-03-06 21:19:00,7
2019-03-06 21:20:00,8
2019-03-06 21:21:00,8
2019-03-06 21:22:00,8
2019-03-06 21:23:00,9
2019-03-06 21:24:00,8
2019-03-06 21:25:00,8
2019-03-06 21:26:00,16
2019-03-06 21:27:00,10
2019-03-06 21:28:00,7
2019-03-06 21:29:00,6
2019-03-06 21:30:00,6
2019-03-06 21:31:00,7
2019-03-06 21:32:00,9
2019-03-06 21:33:00,12
2019-03-06 21:34:00,6
2019-03-06 21:35:00,9
2019-03-06 21:36:00,7
2019-03-06 21:39:00,12
2019-03-06 21:40:00,9
2019-03-06 21:41:00,25
2019-03-06 21:42:00,15
2019-03-06 21:43:00,14
2019-03-06 21:44:00,9
2019-03-06 21:45:00,14
2019-03-06 21:46:00,13
2019-03-06 21:47:00,12
2019-03-06 21:48:00,13
2019-03-06 21:49:00,16
2019-03-06 21:50:00,11
2019-03-06 21:51:00,20
2019-03-06 21:52:00,16
2019-03-06 21:53:00,16
2019-03-06 21:54:00,15
2019-03-06 21:55:00,16
2019-03-06 21:56:00,17
2019-03-06 21:57:00,16
2019-03-06 21:58:00,16
2019-03-06 21:59:00,16
2019-03-06 22:00:00,14
2019-03-06 22:01:00,19
2019-03-06 22:02:00,6
2019-03-06 22:03:00,12
2019-03-06 22:04:00,9
2019-03-06 22:05:00,2
2019-03-06 22:07:00,4
2019-03-06 22:08:00,14
2019-03-06 22:09:00,19
2019-03-06 22:10:00,17
2019-03-06 22:11:00,21
2019-03-06 22:12:00,17
2019-03-06 22:13:00,11
2019-03-06 22:14:00,13
2019-03-06 22:15:00,17
2019-03-06 22:16:00,15
2019-03-06 22:17:00,18
2019-03-06 22:18:00,17
2019-03-06 22:19:00,16
2019-03-06 22:20:00,12
2019-03-06 22:21:00,12
2019-03-06 22:22:00,9
2019-03-06 22:23:00,12
2019-03-06 22:24:00,13
2019-03-06 22:25:00,13
2019-03-06 22:26:00,10
2019-03-06 22:27:00,9
2019-03-06 22:28:00,16
2019-03-06 22:29:00,17
2019-03-06 22:30:00,12
2019-03-06 22:31:00,14
2019-03-06 22:32:00,13
2019-03-06 22:33:00,13
2019-03-06 22:34:00,21
2019-03-06 22:35:00,17
2019-03-06 22:36:00,15
2019-03-06 22:37:00,20
2019-03-06 22:38:00,15
2019-03-06 22:39:00,15
2019-03-06 22:40:00,14
2019-03-06 22:41:00,17
2019-03-06 22:42:00,22
2019-03-06 22:43:00,13
2019-03-06 22:44:00,17
2019-03-06 22:45:00,14
2019-03-06 22:46:00,20
2019-03-06 22:47:00,14
2019-03-06 22:48:00,21
2019-03-06 22:49:00,17
2019-03-06 22:50:00,13
2019-03-06 22:51:00,16
2019-03-06 22:52:00,14
2019-03-06 22:53:00,14
2019-03-06 22:54:00,13
2019-03-06 22:55:00,15
2019-03-06 22:56:00,17
2019-03-06 22:57:00,17
2019-03-06 22:58:00,15
2019-03-06 22:59:00,17
2019-03-06 23:00:00,14
2019-03-06 23:01:00,18
2019-03-06 23:02:00,6
2019-03-06 23:03:00,5
2019-03-06 23:04:00,1
2019-03-06 23:05:00,8
2019-03-06 23:06:00,19
2019-03-06 23:07:00,19
2019-03-06 23:08:00,10
2019-03-06 23:09:00,16
2019-03-06 23:10:00,10
2019-03-06 23:11:00,15
2019-03-06 23:12:00,7
2019-03-06 23:13:00,14
2019-03-06 23:14:00,14
2019-03-06 23:15:00,13
2019-03-06 23:16:00,10
2019-03-06 23:17:00,15
2019-03-06 23:18:00,13
2019-03-06 23:19:00,28
2019-03-06 23:20:00,19
2019-03-06 23:21:00,22
2019-03-06 23:22:00,16
2019-03-06 23:23:00,9
2019-03-06 23:24:00,13
2019-03-06 23:25:00,21
2019-03-06 23:26:00,10
2019-03-06 23:27:00,16
2019-03-06 23:28:00,24
2019-03-06 23:29:00,25
2019-03-06 23:30:00,18
2019-03-06 23:31:00,20
2019-03-06 23:32:00,23
2019-03-06 23:33:00,16
2019-03-06 23:34:00,19
2019-03-06 23:35:00,18
2019-03-06 23:36:00,21
2019-03-06 23:37:00,23
2019-03-06 23:38:00,23
2019-03-06 23:39:00,27
2019-03-06 23:40:00,21
2019-03-06 23:41:00,14
2019-03-06 23:42:00,13
2019-03-06 23:43:00,11
2019-03-06 23:46:00,15
2019-03-06 23:47:00,10
2019-03-06 23:48:00,15
2019-03-06 23:49:00,15
2019-03-06 23:50:00,10
2019-03-06 23:51:00,13
2019-03-06 23:52:00,20
2019-03-06 23:53:00,11
2019-03-06 23:54:00,10
2019-03-06 23:55:00,17
2019-03-06 23:56:00,14
2019-03-06 23:57:00,16
2019-03-06 23:58:00,23
2019-03-06 23:59:00,9
