266,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between .# and #
2019-03-10 10:30:00,1
2019-03-10 10:33:00,1
2019-03-10 10:36:00,1
2019-03-10 10:47:00,1
2019-03-10 10:49:00,1
2019-03-10 10:54:00,1
2019-03-10 10:57:00,1
2019-03-10 11:09:00,1
2019-03-10 11:12:00,1
2019-03-10 11:17:00,1
2019-03-10 11:26:00,1
2019-03-10 11:34:00,2
2019-03-10 11:36:00,1
2019-03-10 11:49:00,1
2019-03-10 11:50:00,1
2019-03-10 12:04:00,2
2019-03-10 12:09:00,1
2019-03-10 12:10:00,1
2019-03-10 12:21:00,1
2019-03-10 12:35:00,2
2019-03-10 12:36:00,1
2019-03-10 12:40:00,1
2019-03-10 12:52:00,1
2019-03-10 12:59:00,1
2019-03-10 13:08:00,1
2019-03-10 13:09:00,1
2019-03-10 13:12:00,2
2019-03-10 13:25:00,1
2019-03-10 13:31:00,1
2019-03-10 13:36:00,1
2019-03-10 13:39:00,1
2019-03-10 13:41:00,1
2019-03-10 13:47:00,1
2019-03-10 13:54:00,1
2019-03-10 13:57:00,1
2019-03-10 14:04:00,1
2019-03-10 14:11:00,1
2019-03-10 14:14:00,1
2019-03-10 14:19:00,1
2019-03-10 14:25:00,1
2019-03-10 14:30:00,1
2019-03-10 14:37:00,1
2019-03-10 14:45:00,6
2019-03-10 15:02:00,1
2019-03-10 15:05:00,1
2019-03-10 15:09:00,1
2019-03-10 15:12:00,1
2019-03-10 15:17:00,1
2019-03-10 15:28:00,1
2019-03-10 15:34:00,1
2019-03-10 15:36:00,1
2019-03-10 15:41:00,1
2019-03-10 15:48:00,1
2019-03-10 15:56:00,1
2019-03-10 16:01:00,1
2019-03-10 16:05:00,1
2019-03-10 16:10:00,1
2019-03-10 16:17:00,1
2019-03-10 16:29:00,1
2019-03-10 16:35:00,1
2019-03-10 16:37:00,1
2019-03-10 16:52:00,1
2019-03-10 16:54:00,1
2019-03-10 16:55:00,1
2019-03-10 16:59:00,1
2019-03-10 17:08:00,1
2019-03-10 17:17:00,1
2019-03-10 17:22:00,1
2019-03-10 17:28:00,1
2019-03-10 17:30:00,1
2019-03-10 17:38:00,1
2019-03-10 17:40:00,1
2019-03-10 17:48:00,1
2019-03-10 17:54:00,1
2019-03-10 18:02:00,1
2019-03-10 18:04:00,1
2019-03-10 18:10:00,1
2019-03-10 18:18:00,1
2019-03-10 18:26:00,1
2019-03-10 18:35:00,1
2019-03-10 18:38:00,1
2019-03-10 18:40:00,1
2019-03-10 18:42:00,1
2019-03-10 18:58:00,1
2019-03-10 18:59:00,1
2019-03-10 19:06:00,1
2019-03-10 19:13:00,1
2019-03-10 19:24:00,1
2019-03-10 19:30:00,4
2019-03-10 19:44:00,1
2019-03-10 19:51:00,1
2019-03-10 19:58:00,7
2019-03-10 20:19:00,1
2019-03-10 20:22:00,1
2019-03-10 20:32:00,1
2019-03-10 20:33:00,1
2019-03-10 20:46:00,2
2019-03-10 20:57:00,1
2019-03-10 21:07:00,1
2019-03-10 21:08:00,1
2019-03-10 21:14:00,1
2019-03-10 21:21:00,1
2019-03-10 21:34:00,1
2019-03-10 21:41:00,1
2019-03-10 21:50:00,1
2019-03-10 21:59:00,1
2019-03-10 22:00:00,1
2019-03-10 22:13:00,8
2019-03-10 22:37:00,1
2019-03-10 22:38:00,1
2019-03-10 22:39:00,1
2019-03-10 22:41:00,1
2019-03-10 23:00:00,1
2019-03-10 23:03:00,2
2019-03-10 23:05:00,1
2019-03-10 23:24:00,1
2019-03-10 23:29:00,1
2019-03-10 23:31:00,1
2019-03-10 23:32:00,1
2019-03-10 23:49:00,1
2019-03-10 23:53:00,1
2019-03-10 23:56:00,1
