1465,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and # and photoprimary.r between # and #
2019-02-27 22:46:00,3
2019-02-27 22:47:00,1
2019-02-27 22:48:00,3
2019-02-27 22:49:00,4
2019-02-27 22:50:00,1
2019-02-27 22:51:00,5
2019-02-27 22:53:00,5
2019-02-27 22:54:00,5
2019-02-27 22:55:00,12
2019-02-27 22:56:00,1
2019-02-27 22:57:00,1
2019-02-27 22:58:00,3
2019-02-27 22:59:00,16
2019-02-27 23:00:00,23
2019-02-27 23:01:00,29
2019-02-27 23:02:00,19
2019-02-27 23:03:00,29
2019-02-27 23:04:00,17
2019-02-27 23:05:00,24
2019-02-27 23:06:00,2
2019-02-27 23:07:00,16
2019-02-27 23:08:00,10
2019-02-27 23:09:00,19
2019-02-27 23:10:00,19
2019-02-27 23:11:00,18
2019-02-27 23:12:00,11
2019-02-27 23:13:00,26
2019-02-27 23:14:00,40
2019-02-27 23:15:00,33
2019-02-27 23:16:00,26
2019-02-27 23:17:00,20
2019-02-27 23:18:00,16
2019-02-27 23:19:00,20
2019-02-27 23:20:00,30
2019-02-27 23:21:00,8
2019-02-27 23:22:00,35
2019-02-27 23:23:00,13
2019-02-27 23:24:00,2
2019-02-27 23:25:00,1
2019-02-27 23:26:00,14
2019-02-27 23:27:00,1
2019-02-27 23:29:00,2
2019-02-27 23:30:00,3
2019-02-27 23:31:00,5
2019-02-27 23:32:00,7
2019-02-27 23:33:00,1
2019-02-27 23:34:00,3
2019-02-27 23:35:00,2
2019-02-27 23:36:00,4
2019-02-27 23:37:00,1
2019-02-27 23:38:00,2
2019-02-27 23:39:00,1
2019-02-27 23:40:00,2
2019-02-27 23:41:00,2
2019-02-27 23:42:00,2
2019-02-27 23:43:00,2
2019-02-27 23:45:00,10
2019-02-27 23:46:00,1
2019-02-27 23:47:00,4
2019-02-27 23:50:00,7
2019-02-27 23:51:00,6
2019-02-27 23:52:00,2
2019-02-27 23:53:00,2
2019-02-27 23:54:00,1
2019-02-27 23:55:00,3
2019-02-27 23:56:00,2
2019-02-27 23:57:00,4
2019-02-27 23:59:00,3
