40594,"select p.ra, p.dec, p.type,p.insidemask,p.flags_g,p.flags_i,p.flags_r,p.cModelMag_u, p.cModelMagErr_u,p.cModelMag_g, p.cModelMagErr_g,p.cModelMag_r, p.cModelMagErr_r,p.cModelMag_i, p.cModelMagErr_i,p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq(#,#,#) r on p.ObjID = r.ObjID"
2019-01-14 01:49:00,91
2019-01-14 01:50:00,88
2019-01-14 01:51:00,88
2019-01-14 01:52:00,89
2019-01-14 01:53:00,87
2019-01-14 01:54:00,94
2019-01-14 01:55:00,92
2019-01-14 01:56:00,90
2019-01-14 01:57:00,93
2019-01-14 01:58:00,95
2019-01-14 01:59:00,91
2019-01-14 02:00:00,90
2019-01-14 02:01:00,95
2019-01-14 02:02:00,93
2019-01-14 02:03:00,91
2019-01-14 02:04:00,90
2019-01-14 02:05:00,92
2019-01-14 02:06:00,92
2019-01-14 02:07:00,86
2019-01-14 02:08:00,87
2019-01-14 02:09:00,85
2019-01-14 02:10:00,91
2019-01-14 02:11:00,86
2019-01-14 02:12:00,91
2019-01-14 02:13:00,92
2019-01-14 02:14:00,93
2019-01-14 02:15:00,93
2019-01-14 02:16:00,93
2019-01-14 02:17:00,94
2019-01-14 02:18:00,93
2019-01-14 02:19:00,91
2019-01-14 02:20:00,93
2019-01-14 02:21:00,92
2019-01-14 02:22:00,89
2019-01-14 02:23:00,95
2019-01-14 02:24:00,89
2019-01-14 02:25:00,94
2019-01-14 02:26:00,88
2019-01-14 02:27:00,95
2019-01-14 02:28:00,93
2019-01-14 02:29:00,92
2019-01-14 02:30:00,93
2019-01-14 02:31:00,95
2019-01-14 02:32:00,91
2019-01-14 02:33:00,93
2019-01-14 02:34:00,94
2019-01-14 02:35:00,92
2019-01-14 02:36:00,92
2019-01-14 02:37:00,97
2019-01-14 02:38:00,94
2019-01-14 02:39:00,93
2019-01-14 02:40:00,90
2019-01-14 02:41:00,95
2019-01-14 02:42:00,85
2019-01-14 02:43:00,95
2019-01-14 02:44:00,94
2019-01-14 02:45:00,92
2019-01-14 02:46:00,93
2019-01-14 02:47:00,92
2019-01-14 02:48:00,90
2019-01-14 02:49:00,91
2019-01-14 02:50:00,91
2019-01-14 02:51:00,96
2019-01-14 02:52:00,94
2019-01-14 02:53:00,94
2019-01-14 02:54:00,97
2019-01-14 02:55:00,94
2019-01-14 02:56:00,98
2019-01-14 02:57:00,97
2019-01-14 02:58:00,87
2019-01-14 02:59:00,94
2019-01-14 03:00:00,92
2019-01-14 03:01:00,98
2019-01-14 03:02:00,97
2019-01-14 03:03:00,98
2019-01-14 03:04:00,93
2019-01-14 03:05:00,94
2019-01-14 03:06:00,95
2019-01-14 03:07:00,94
2019-01-14 03:08:00,93
2019-01-14 03:09:00,94
2019-01-14 03:10:00,90
2019-01-14 03:11:00,91
2019-01-14 03:12:00,91
2019-01-14 03:13:00,98
2019-01-14 03:14:00,93
2019-01-14 03:15:00,94
2019-01-14 03:16:00,97
2019-01-14 03:17:00,97
2019-01-14 03:18:00,95
2019-01-14 03:19:00,95
2019-01-14 03:20:00,95
2019-01-14 03:21:00,97
2019-01-14 03:22:00,94
2019-01-14 03:23:00,99
2019-01-14 03:24:00,95
2019-01-14 03:25:00,96
2019-01-14 03:26:00,90
2019-01-14 03:27:00,95
2019-01-14 03:28:00,95
2019-01-14 03:29:00,93
2019-01-14 03:30:00,95
2019-01-14 03:31:00,91
2019-01-14 03:32:00,103
2019-01-14 03:33:00,96
2019-01-14 03:34:00,96
2019-01-14 03:35:00,94
2019-01-14 03:36:00,97
2019-01-14 03:37:00,94
2019-01-14 03:38:00,95
2019-01-14 03:39:00,98
2019-01-14 03:40:00,97
2019-01-14 03:41:00,97
2019-01-14 03:42:00,96
2019-01-14 03:43:00,97
2019-01-14 03:44:00,89
2019-01-14 03:45:00,97
2019-01-14 03:46:00,90
2019-01-14 03:47:00,92
2019-01-14 03:48:00,97
2019-01-14 03:49:00,93
2019-01-14 03:50:00,89
2019-01-14 03:51:00,92
2019-01-14 03:52:00,96
2019-01-14 03:53:00,97
2019-01-14 03:54:00,98
2019-01-14 03:55:00,94
2019-01-14 03:56:00,95
2019-01-14 03:57:00,94
2019-01-14 03:58:00,96
2019-01-14 03:59:00,97
2019-01-14 04:00:00,95
2019-01-14 04:01:00,97
2019-01-14 04:02:00,89
2019-01-14 04:03:00,94
2019-01-14 04:04:00,98
2019-01-14 04:05:00,97
2019-01-14 04:06:00,97
2019-01-14 04:07:00,96
2019-01-14 04:08:00,98
2019-01-14 04:09:00,100
2019-01-14 04:10:00,99
2019-01-14 04:11:00,96
2019-01-14 04:12:00,97
2019-01-14 04:13:00,97
2019-01-14 04:14:00,95
2019-01-14 04:15:00,96
2019-01-14 04:16:00,98
2019-01-14 04:17:00,98
2019-01-14 04:18:00,95
2019-01-14 04:19:00,97
2019-01-14 04:20:00,99
2019-01-14 04:21:00,97
2019-01-14 04:22:00,97
2019-01-14 04:23:00,98
2019-01-14 04:24:00,95
2019-01-14 04:25:00,98
2019-01-14 04:26:00,97
2019-01-14 04:27:00,97
2019-01-14 04:28:00,99
2019-01-14 04:29:00,98
2019-01-14 04:30:00,94
2019-01-14 04:31:00,80
2019-01-14 04:32:00,75
2019-01-14 04:33:00,36
2019-01-14 04:34:00,91
2019-01-14 04:35:00,91
2019-01-14 04:36:00,79
2019-01-14 04:37:00,97
2019-01-14 04:38:00,95
2019-01-14 04:39:00,95
2019-01-14 04:40:00,96
2019-01-14 04:41:00,94
2019-01-14 04:42:00,95
2019-01-14 04:43:00,95
2019-01-14 04:44:00,100
2019-01-14 04:45:00,96
2019-01-14 04:46:00,94
2019-01-14 04:47:00,96
2019-01-14 04:48:00,95
2019-01-14 04:49:00,96
2019-01-14 04:50:00,97
2019-01-14 04:51:00,95
2019-01-14 04:52:00,91
2019-01-14 04:53:00,98
2019-01-14 04:54:00,97
2019-01-14 04:55:00,90
2019-01-14 04:56:00,93
2019-01-14 04:57:00,97
2019-01-14 04:58:00,94
2019-01-14 04:59:00,93
2019-01-14 05:00:00,96
2019-01-14 05:01:00,95
2019-01-14 05:02:00,93
2019-01-14 05:03:00,94
2019-01-14 05:04:00,97
2019-01-14 05:05:00,101
2019-01-14 05:06:00,94
2019-01-14 05:07:00,93
2019-01-14 05:08:00,98
2019-01-14 05:09:00,95
2019-01-14 05:10:00,95
2019-01-14 05:11:00,95
2019-01-14 05:12:00,95
2019-01-14 05:13:00,94
2019-01-14 05:14:00,94
2019-01-14 05:15:00,93
2019-01-14 05:16:00,94
2019-01-14 05:17:00,93
2019-01-14 05:18:00,91
2019-01-14 05:19:00,94
2019-01-14 05:20:00,95
2019-01-14 05:21:00,93
2019-01-14 05:22:00,96
2019-01-14 05:23:00,94
2019-01-14 05:24:00,92
2019-01-14 05:25:00,92
2019-01-14 05:26:00,94
2019-01-14 05:27:00,95
2019-01-14 05:28:00,96
2019-01-14 05:29:00,95
2019-01-14 05:30:00,92
2019-01-14 05:31:00,95
2019-01-14 05:32:00,93
2019-01-14 05:33:00,97
2019-01-14 05:34:00,98
2019-01-14 05:35:00,65
2019-01-14 05:36:00,15
2019-01-14 05:37:00,15
2019-01-14 05:38:00,15
2019-01-14 05:39:00,15
2019-01-14 05:40:00,16
2019-01-14 05:41:00,14
2019-01-14 05:42:00,15
2019-01-14 05:43:00,15
2019-01-14 05:44:00,35
2019-01-14 05:45:00,34
2019-01-14 05:46:00,2
2019-01-14 05:47:00,1
2019-01-14 05:48:00,4
2019-01-14 05:49:00,3
2019-01-14 05:50:00,1
2019-01-14 05:51:00,3
2019-01-14 05:52:00,2
2019-01-14 05:53:00,4
2019-01-14 05:54:00,5
2019-01-14 05:55:00,5
2019-01-14 05:56:00,5
2019-01-14 05:57:00,3
2019-01-14 05:58:00,5
2019-01-14 05:59:00,5
2019-01-14 06:00:00,5
2019-01-14 06:01:00,4
2019-01-14 06:02:00,4
2019-01-14 06:03:00,4
2019-01-14 06:04:00,4
2019-01-14 06:05:00,2
2019-01-14 06:06:00,4
2019-01-14 06:07:00,4
2019-01-14 06:08:00,4
2019-01-14 06:09:00,4
2019-01-14 06:10:00,4
2019-01-14 06:11:00,3
2019-01-14 06:12:00,4
2019-01-14 06:13:00,5
2019-01-14 06:14:00,3
2019-01-14 06:15:00,4
2019-01-14 06:16:00,3
2019-01-14 06:17:00,4
2019-01-14 06:18:00,5
2019-01-14 06:19:00,4
2019-01-14 06:20:00,3
2019-01-14 06:21:00,3
2019-01-14 06:22:00,6
2019-01-14 06:23:00,8
2019-01-14 06:24:00,6
2019-01-14 06:25:00,8
2019-01-14 06:26:00,7
2019-01-14 06:27:00,6
2019-01-14 06:28:00,5
2019-01-14 06:29:00,5
2019-01-14 06:30:00,6
2019-01-14 06:31:00,5
2019-01-14 06:32:00,4
2019-01-14 06:33:00,4
2019-01-14 06:34:00,3
2019-01-14 06:35:00,3
2019-01-14 06:36:00,2
2019-01-14 06:37:00,4
2019-01-14 06:38:00,2
2019-01-14 06:39:00,3
2019-01-14 06:40:00,3
2019-01-14 06:41:00,10
2019-01-14 06:42:00,15
2019-01-14 06:43:00,13
2019-01-14 06:44:00,6
2019-01-14 06:45:00,1
2019-01-14 06:46:00,1
2019-01-14 06:48:00,1
2019-01-14 06:49:00,2
2019-01-14 17:33:00,15
2019-01-14 17:34:00,15
2019-01-14 17:35:00,16
2019-01-14 17:36:00,30
2019-01-14 17:37:00,33
2019-01-14 17:38:00,34
2019-01-14 17:39:00,33
2019-01-14 17:40:00,44
2019-01-14 17:41:00,43
2019-01-14 17:42:00,44
2019-01-14 17:43:00,56
2019-01-14 17:44:00,55
2019-01-14 17:45:00,56
2019-01-14 17:46:00,56
2019-01-14 17:47:00,56
2019-01-14 17:48:00,54
2019-01-14 17:49:00,52
2019-01-14 17:50:00,28
2019-01-14 17:51:00,26
2019-01-14 17:52:00,27
2019-01-14 17:53:00,23
2019-01-14 17:54:00,30
2019-01-14 17:55:00,43
2019-01-14 17:56:00,41
2019-01-14 17:57:00,37
2019-01-14 17:58:00,36
2019-01-14 17:59:00,36
2019-01-14 18:00:00,36
2019-01-14 18:01:00,22
2019-01-14 18:02:00,21
2019-01-14 18:03:00,20
2019-01-14 18:04:00,20
2019-01-14 18:05:00,21
2019-01-14 18:06:00,31
2019-01-14 18:07:00,43
2019-01-14 18:08:00,42
2019-01-14 18:09:00,32
2019-01-14 18:10:00,18
2019-01-14 18:11:00,17
2019-01-14 18:12:00,17
2019-01-14 18:13:00,18
2019-01-14 18:14:00,16
2019-01-14 18:15:00,16
2019-01-14 18:16:00,35
2019-01-14 18:17:00,39
2019-01-14 18:18:00,39
2019-01-14 18:19:00,44
2019-01-14 18:20:00,48
2019-01-14 18:21:00,48
2019-01-14 18:22:00,60
2019-01-14 18:23:00,61
2019-01-14 18:24:00,23
2019-01-14 18:25:00,24
2019-01-14 18:26:00,35
2019-01-14 18:27:00,34
2019-01-14 18:28:00,42
2019-01-14 18:29:00,47
2019-01-14 18:30:00,45
2019-01-14 18:31:00,53
2019-01-14 18:32:00,54
2019-01-14 18:33:00,44
2019-01-14 18:34:00,40
2019-01-14 18:35:00,41
2019-01-14 18:36:00,31
2019-01-14 18:37:00,30
2019-01-14 18:38:00,29
2019-01-14 18:39:00,30
2019-01-14 18:40:00,48
2019-01-14 18:41:00,49
2019-01-14 18:42:00,46
2019-01-14 18:43:00,43
2019-01-14 18:44:00,41
2019-01-14 18:45:00,44
2019-01-14 18:46:00,45
2019-01-14 18:47:00,42
2019-01-14 18:48:00,29
2019-01-14 18:49:00,29
2019-01-14 18:50:00,30
2019-01-14 18:51:00,30
2019-01-14 18:52:00,30
2019-01-14 18:53:00,48
2019-01-14 18:54:00,48
2019-01-14 18:55:00,47
2019-01-14 18:56:00,44
2019-01-14 18:57:00,43
2019-01-14 18:58:00,44
2019-01-14 18:59:00,42
2019-01-14 19:00:00,42
2019-01-14 19:01:00,44
2019-01-14 19:02:00,43
2019-01-14 19:03:00,41
2019-01-14 19:04:00,43
2019-01-14 19:05:00,42
2019-01-14 19:06:00,41
2019-01-14 19:07:00,42
2019-01-14 19:08:00,22
2019-01-14 19:09:00,18
2019-01-14 19:10:00,16
2019-01-14 19:11:00,17
2019-01-14 19:12:00,16
2019-01-14 19:13:00,16
2019-01-14 19:14:00,16
2019-01-14 19:15:00,16
2019-01-14 19:16:00,20
2019-01-14 19:17:00,61
2019-01-14 19:18:00,44
2019-01-14 19:19:00,34
2019-01-14 19:20:00,34
2019-01-14 19:21:00,37
2019-01-14 19:22:00,40
2019-01-14 19:23:00,39
2019-01-14 19:24:00,41
2019-01-14 19:25:00,41
2019-01-14 19:26:00,34
2019-01-14 19:27:00,36
2019-01-14 19:28:00,38
2019-01-14 19:29:00,37
2019-01-14 19:30:00,36
2019-01-14 19:31:00,39
2019-01-14 19:32:00,40
2019-01-14 19:33:00,38
2019-01-14 19:34:00,37
2019-01-14 19:35:00,36
2019-01-14 19:36:00,35
2019-01-14 19:37:00,35
2019-01-14 19:38:00,21
2019-01-14 19:39:00,21
2019-01-14 19:40:00,20
2019-01-14 19:41:00,20
2019-01-14 19:42:00,21
2019-01-14 19:43:00,21
2019-01-14 19:44:00,29
2019-01-14 19:45:00,28
2019-01-14 19:46:00,29
2019-01-14 19:47:00,29
2019-01-14 19:48:00,38
2019-01-14 19:49:00,43
2019-01-14 19:50:00,43
2019-01-14 19:51:00,45
2019-01-14 19:52:00,41
2019-01-14 19:53:00,27
2019-01-14 19:54:00,17
2019-01-14 19:55:00,17
2019-01-14 19:56:00,15
2019-01-14 19:57:00,16
2019-01-14 19:58:00,15
2019-01-14 19:59:00,16
2019-01-14 20:00:00,14
2019-01-14 20:01:00,10
2019-01-14 20:02:00,10
2019-01-14 20:03:00,10
2019-01-14 20:04:00,10
2019-01-14 20:05:00,9
2019-01-14 20:06:00,10
2019-01-14 20:07:00,8
2019-01-14 20:08:00,10
2019-01-14 20:09:00,9
2019-01-14 20:10:00,8
2019-01-14 20:11:00,9
2019-01-14 20:12:00,10
2019-01-14 20:13:00,10
2019-01-14 20:14:00,11
2019-01-14 20:15:00,46
2019-01-14 20:16:00,45
2019-01-14 20:17:00,45
2019-01-14 20:18:00,25
2019-01-14 20:19:00,24
2019-01-14 20:20:00,23
2019-01-14 20:21:00,24
2019-01-14 20:22:00,23
2019-01-14 20:23:00,36
2019-01-14 20:24:00,44
2019-01-14 20:25:00,42
2019-01-14 20:26:00,41
2019-01-14 20:27:00,38
2019-01-14 20:28:00,37
2019-01-14 20:29:00,30
2019-01-14 20:30:00,22
2019-01-14 20:31:00,20
2019-01-14 20:32:00,19
2019-01-14 20:33:00,21
2019-01-14 20:34:00,22
2019-01-14 20:35:00,22
2019-01-14 20:36:00,37
2019-01-14 20:37:00,42
2019-01-14 20:38:00,43
2019-01-14 20:39:00,41
2019-01-14 20:40:00,40
2019-01-14 20:41:00,39
2019-01-14 20:42:00,35
2019-01-14 20:43:00,32
2019-01-14 20:44:00,31
2019-01-14 20:45:00,32
2019-01-14 20:46:00,41
2019-01-14 20:47:00,40
2019-01-14 20:48:00,40
2019-01-14 20:49:00,45
2019-01-14 20:50:00,43
2019-01-14 20:51:00,43
2019-01-14 20:52:00,43
2019-01-14 20:53:00,43
2019-01-14 20:54:00,41
2019-01-14 20:55:00,50
2019-01-14 20:56:00,57
2019-01-14 20:57:00,50
2019-01-14 20:58:00,38
2019-01-14 20:59:00,40
2019-01-14 21:00:00,37
2019-01-14 21:01:00,34
2019-01-14 21:02:00,34
2019-01-14 21:03:00,33
2019-01-14 21:04:00,34
2019-01-14 21:05:00,32
2019-01-14 21:06:00,29
2019-01-14 21:07:00,28
2019-01-14 21:08:00,29
2019-01-14 21:09:00,28
2019-01-14 21:10:00,29
2019-01-14 21:11:00,26
2019-01-14 21:12:00,34
2019-01-14 21:13:00,33
2019-01-14 21:14:00,34
2019-01-14 21:15:00,35
2019-01-14 21:16:00,34
2019-01-14 21:17:00,32
2019-01-14 21:18:00,33
2019-01-14 21:19:00,32
2019-01-14 21:20:00,29
2019-01-14 21:21:00,29
2019-01-14 21:22:00,29
2019-01-14 21:23:00,27
2019-01-14 21:24:00,31
2019-01-14 21:25:00,32
2019-01-14 21:26:00,32
2019-01-14 21:27:00,26
2019-01-14 21:28:00,14
2019-01-14 21:29:00,14
2019-01-14 21:30:00,12
2019-01-14 21:31:00,12
2019-01-14 21:32:00,13
2019-01-14 21:33:00,13
2019-01-14 21:34:00,13
2019-01-14 21:35:00,16
2019-01-14 21:36:00,37
2019-01-14 21:37:00,38
2019-01-14 21:38:00,40
2019-01-14 21:39:00,37
2019-01-14 21:40:00,35
2019-01-14 21:41:00,38
2019-01-14 21:42:00,36
2019-01-14 21:43:00,37
2019-01-14 21:44:00,34
2019-01-14 21:45:00,34
2019-01-14 21:46:00,31
2019-01-14 21:47:00,30
2019-01-14 21:48:00,30
2019-01-14 21:49:00,33
2019-01-14 21:50:00,33
2019-01-14 21:51:00,34
2019-01-14 21:52:00,34
2019-01-14 21:53:00,27
2019-01-14 21:54:00,20
2019-01-14 21:55:00,21
2019-01-14 21:56:00,20
2019-01-14 21:57:00,21
2019-01-14 21:58:00,20
2019-01-14 21:59:00,33
2019-01-14 22:00:00,37
2019-01-14 22:01:00,36
2019-01-14 22:02:00,25
2019-01-14 22:03:00,18
2019-01-14 22:04:00,19
2019-01-14 22:05:00,17
2019-01-14 22:06:00,19
2019-01-14 22:07:00,17
2019-01-14 22:08:00,24
2019-01-14 22:09:00,37
2019-01-14 22:10:00,37
2019-01-14 22:11:00,38
2019-01-14 22:12:00,37
2019-01-14 22:13:00,39
2019-01-14 22:14:00,37
2019-01-14 22:15:00,29
2019-01-14 22:16:00,25
2019-01-14 22:17:00,24
2019-01-14 22:18:00,23
2019-01-14 22:19:00,24
2019-01-14 22:20:00,25
2019-01-14 22:21:00,19
2019-01-14 22:22:00,18
2019-01-14 22:23:00,20
2019-01-14 22:24:00,19
2019-01-14 22:25:00,19
2019-01-14 22:26:00,19
2019-01-14 22:27:00,20
2019-01-14 22:28:00,26
2019-01-14 22:29:00,49
2019-01-14 22:30:00,43
2019-01-14 22:31:00,49
2019-01-14 22:32:00,40
2019-01-14 22:33:00,38
2019-01-14 22:34:00,41
2019-01-14 22:35:00,56
2019-01-14 22:36:00,56
2019-01-14 22:37:00,24
2019-01-14 22:38:00,21
2019-01-14 22:39:00,21
2019-01-14 22:40:00,21
2019-01-14 22:41:00,20
2019-01-14 22:42:00,49
2019-01-14 22:43:00,87
2019-01-14 22:44:00,39
2019-01-14 22:45:00,38
2019-01-14 22:46:00,38
2019-01-14 22:47:00,37
2019-01-14 22:48:00,32
2019-01-14 22:49:00,34
2019-01-14 22:50:00,34
2019-01-14 22:51:00,41
2019-01-14 22:52:00,39
2019-01-14 22:53:00,37
2019-01-14 22:54:00,66
2019-01-14 22:55:00,69
2019-01-14 22:56:00,38
2019-01-14 22:57:00,37
2019-01-14 22:58:00,35
2019-01-14 22:59:00,52
2019-01-14 23:00:00,62
2019-01-14 23:01:00,44
2019-01-14 23:02:00,42
2019-01-14 23:03:00,41
2019-01-14 23:04:00,40
2019-01-14 23:05:00,35
2019-01-14 23:06:00,44
2019-01-14 23:07:00,57
2019-01-14 23:08:00,59
2019-01-14 23:09:00,52
2019-01-14 23:10:00,47
2019-01-14 23:11:00,54
2019-01-14 23:12:00,64
2019-01-14 23:13:00,43
2019-01-14 23:14:00,34
2019-01-14 23:15:00,29
2019-01-14 23:16:00,33
2019-01-14 23:17:00,48
2019-01-14 23:18:00,53
2019-01-14 23:19:00,62
2019-01-14 23:20:00,65
2019-01-14 23:21:00,65
2019-01-14 23:22:00,59
2019-01-14 23:23:00,62
2019-01-14 23:24:00,62
2019-01-14 23:25:00,60
2019-01-14 23:26:00,54
2019-01-14 23:27:00,19
2019-01-14 23:28:00,17
2019-01-14 23:29:00,18
2019-01-14 23:30:00,17
2019-01-14 23:31:00,19
2019-01-14 23:32:00,7
2019-01-14 23:33:00,5
2019-01-14 23:34:00,5
2019-01-14 23:35:00,4
2019-01-14 23:36:00,5
2019-01-14 23:37:00,6
2019-01-14 23:38:00,7
2019-01-14 23:39:00,25
2019-01-14 23:40:00,24
2019-01-14 23:41:00,26
2019-01-14 23:42:00,35
2019-01-14 23:43:00,37
2019-01-14 23:44:00,36
2019-01-14 23:45:00,50
2019-01-14 23:46:00,48
2019-01-14 23:47:00,51
2019-01-14 23:48:00,53
2019-01-14 23:49:00,55
2019-01-14 23:50:00,51
2019-01-14 23:51:00,56
2019-01-14 23:52:00,61
2019-01-14 23:53:00,60
2019-01-14 23:54:00,36
2019-01-14 23:55:00,29
2019-01-14 23:56:00,29
2019-01-14 23:57:00,26
2019-01-14 23:58:00,43
2019-01-14 23:59:00,57
